Employee_ID,date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
512,1/28/2015,Quarter4,finishing,Wednesday,8,0.65,4.15,,960,0,0,0,0,8,0.553333333
513,1/28/2015,Quarter4,sewing,Wednesday,11,0.5,20.1,1413,5880,46,0,0,0,54,0.500567308
514,1/28/2015,Quarter4,sewing,Wednesday,8,0.7,38.09,336,6240,0,0,0,0,52,0.467693269
515,1/28/2015,Quarter4,sewing,Wednesday,6,0.35,18.79,511,1800,23,0,0,0,32,0.437995338
516,1/28/2015,Quarter4,finishing,Wednesday,7,0.6,3.94,,960,0,0,0,0,8,0.406354167
517,1/28/2015,Quarter4,sewing,Wednesday,,0.6,23.54,958,6600,0,0,0,0,55,0.285333333
518,1/28/2015,Quarter4,finishing,Wednesday,11,0.5,2.9,,960,0,0,0,0,8,0.259375
519,1/29/2015,Quarter5,sewing,Thursday,2,0.8,22.52,1416,6840,113,0,0,0,57,1.000230409
520,1/29/2015,Quarter5,finishing,Thursday,4,0.8,4.3,,1200,0,0,0,0,10,0.989
521,1/29/2015,Quarter5,sewing,Thursday,3,0.8,22.52,1287,6840,100,0,0,0,57,0.950185965
522,1/29/2015,Quarter5,sewing,Thursday,4,0.8,22.52,1444,6900,88,0,0,0,57.5,0.9008
523,1/29/2015,Quarter5,sewing,Thursday,10,0.8,22.52,1088,6720,88,0,0,0,56,0.900129762
524,1/29/2015,Quarter5,finishing,Thursday,6,0.5,2.9,,1200,0,0,0,0,10,0.899
525,1/29/2015,Quarter5,finishing,Thursday,8,0.65,4.15,,960,0,0,0,0,8,0.877552083
526,1/29/2015,Quarter5,finishing,Thursday,11,0.6,2.9,,960,0,0,0,0,8,0.864583333
527,1/29/2015,Quarter5,finishing,Thursday,10,0.8,3.94,,1200,0,0,0,0,10,0.85695
528,1/29/2015,Quarter5,finishing,Thursday,1,0.75,3.94,,1200,0,0,0,0,10,0.853666667
529,1/29/2015,Quarter5,sewing,Thursday,1,0.75,22.94,1579,6960,81,0,0,0,58,0.850362069
530,1/29/2015,Quarter5,sewing,Thursday,9,0.7,29.12,1170,6960,53,0,0,0,58,0.850170115
531,1/29/2015,Quarter5,sewing,Thursday,5,0.65,20.79,1015,7080,81,0,0,0,59,0.800473729
532,1/29/2015,Quarter5,finishing,Thursday,2,0.8,3.94,,1200,0,0,0,0,10,0.773333333
533,1/29/2015,Quarter5,sewing,Thursday,12,0.75,15.26,1436,4200,45,0,0,0,35,0.750646667
534,1/29/2015,Quarter5,finishing,Thursday,12,0.75,4.08,,1080,0,0,0,0,9,0.634666667
535,1/29/2015,Quarter5,sewing,Thursday,11,0.6,20.1,1601,4320,46,0,0,0,51,0.60059761
536,1/29/2015,Quarter5,sewing,Thursday,6,0.5,18.79,717,3960,23,0,0,0,33,0.500117677
537,1/29/2015,Quarter5,finishing,Thursday,3,0.8,3.94,,960,0,0,0,0,8,0.4925
538,1/29/2015,Quarter5,sewing,Thursday,7,0.65,23.54,830,6600,0,0,0,0,55,0.48792
539,1/31/2015,Quarter5,sewing,Saturday,3,0.8,22.52,1136,6960,113,0,0,0,58,1.000457471
540,1/31/2015,Quarter5,sewing,Saturday,2,0.8,22.52,1397,6840,113,0,0,0,57,1.000230409
541,1/31/2015,Quarter5,finishing,Saturday,2,0.8,3.94,,1200,0,0,0,0,10,0.971866667
542,1/31/2015,Quarter5,finishing,Saturday,3,0.8,3.94,,960,0,0,0,0,8,0.971866667
543,1/31/2015,Quarter5,finishing,Saturday,4,0.8,3.94,,1200,0,0,0,0,10,0.971866667
544,1/31/2015,Quarter5,finishing,Saturday,10,0.8,3.94,,1200,0,0,0,0,10,0.971866667
545,1/31/2015,Quarter5,finishing,Saturday,1,0.75,3.94,,1800,0,0,0,0,15,0.971866667
546,1/31/2015,Quarter5,finishing,Saturday,9,0.75,3.94,,240,0,0,0,0,2,0.971866667
547,1/31/2015,Quarter5,finishing,Saturday,12,0.75,4.08,,1080,0,0,0,0,9,0.971866667
548,1/31/2015,Quarter5,finishing,Saturday,5,0.7,3.94,,240,0,0,0,0,2,0.971866667
549,1/31/2015,Quarter5,finishing,Saturday,7,0.7,3.94,,1200,0,0,0,0,10,0.971866667
550,1/31/2015,Quarter5,finishing,Saturday,8,0.65,3.94,,960,0,0,0,0,8,0.971866667
551,1/31/2015,Quarter5,finishing,Saturday,11,0.65,3.94,,600,0,0,0,0,5,0.971866667
552,1/31/2015,Quarter5,finishing,Saturday,6,0.6,3.94,,1200,0,0,0,0,10,0.971866667
553,1/31/2015,Quarter5,sewing,Saturday,10,0.8,22.52,1116,6720,93,0,0,0,56,0.920236905
554,1/31/2015,Quarter5,sewing,Saturday,4,0.8,22.52,1432,6660,88,0,0,0,57.5,0.900537069
555,1/31/2015,Quarter5,sewing,Saturday,9,0.75,29.12,1082,6840,81,0,0,0,57,0.850610526
556,1/31/2015,Quarter5,sewing,Saturday,1,0.75,22.94,1502,6960,81,0,0,0,58,0.850362069
557,1/31/2015,Quarter5,sewing,Saturday,12,0.75,15.26,1209,4200,45,0,0,0,35,0.750646667
558,1/31/2015,Quarter5,sewing,Saturday,5,0.7,50.89,282,5880,56,0,0,0,59,0.656763743
559,1/31/2015,Quarter5,sewing,Saturday,11,0.65,20.1,1417,6480,49,0,0,0,54,0.650148148
560,1/31/2015,Quarter5,sewing,Saturday,6,0.6,18.79,799,3960,23,0,0,0,33,0.600710606
561,1/31/2015,Quarter5,sewing,Saturday,7,0.7,23.54,1109,6720,0,0,0,0,56,0.388830357
562,1/31/2015,Quarter5,sewing,Saturday,8,0.5,23.54,1144,6480,0,0,0,0,54,0.286984568
563,2/1/2015,Quarter1,finishing,Sunday,8,0.65,4.15,,960,0,0,0,0,8,1.0115625
564,2/1/2015,Quarter1,sewing,Sunday,2,0.8,22.52,1396,6900,113,0,0,0,57.5,1.000671304
565,2/1/2015,Quarter1,sewing,Sunday,1,0.8,22.94,1582,3060,113,0,0,0,58.5,1.000402055
566,2/1/2015,Quarter1,finishing,Sunday,1,0.75,3.94,,2280,0,0,0,0,19,0.950438596
567,2/1/2015,Quarter1,sewing,Sunday,3,0.8,22.52,1124,6840,100,0,0,0,57,0.950185965
568,2/1/2015,Quarter1,finishing,Sunday,2,0.8,3.94,,1200,0,0,0,0,10,0.912766667
569,2/1/2015,Quarter1,finishing,Sunday,7,0.7,3.94,,2160,0,0,0,0,18,0.892194444
570,2/1/2015,Quarter1,finishing,Sunday,10,0.8,3.94,,1200,0,0,0,0,10,0.8865
571,2/1/2015,Quarter1,sewing,Sunday,10,0.8,22.52,1282,6720,75,0,0,0,56,0.850532143
572,2/1/2015,Quarter1,sewing,Sunday,4,0.8,22.52,1472,7020,60,0,0,0,58.5,0.85011396
573,2/1/2015,Quarter1,finishing,Sunday,4,0.8,4.3,,1440,0,0,0,0,12,0.845069444
574,2/1/2015,Quarter1,sewing,Sunday,9,0.75,29.12,1282,6960,45,0,0,0,58,0.750593103
575,2/1/2015,Quarter1,sewing,Sunday,12,0.75,15.26,1276,1440,45,0,0,0,35,0.750450658
576,2/1/2015,Quarter1,finishing,Sunday,12,0.75,4.08,,1080,0,0,0,0,9,0.702666667
577,2/1/2015,Quarter1,sewing,Sunday,11,0.7,20.1,1192,6120,75,0,0,0,54,0.700508929
578,2/1/2015,Quarter1,sewing,Sunday,6,0.65,18.79,881,3960,26,0,0,0,33,0.651007071
579,2/1/2015,Quarter1,sewing,Sunday,8,0.6,24.26,1196,6600,0,0,0,0,55,0.466821212
580,2/1/2015,Quarter1,sewing,Sunday,7,0.7,24.26,1400,6720,0,0,0,0,56,0.411553571
581,2/1/2015,Quarter1,finishing,Sunday,6,0.6,2.9,,1200,0,0,0,0,10,0.314166667
582,2/2/2015,Quarter1,sewing,Monday,1,0.8,22.94,16882,7020,113,0,0,0,58.5,1.000602279
583,2/2/2015,Quarter1,finishing,Monday,9,0.75,3.94,,960,0,0,0,0,8,0.994270833
584,2/2/2015,Quarter1,sewing,Monday,2,0.8,22.52,21385,7020,88,0,0,0,58.5,0.900158405
585,2/2/2015,Quarter1,sewing,Monday,3,0.8,22.52,21266,6840,70,0,0,0,57,0.90014152
586,2/2/2015,Quarter1,sewing,Monday,10,0.8,22.52,21540,6720,88,0,0,0,56,0.900129762
587,2/2/2015,Quarter1,finishing,Monday,10,0.8,3.94,,1200,0,0,0,0,10,0.85695
588,2/2/2015,Quarter1,finishing,Monday,4,0.8,4.3,,1440,0,0,0,0,12,0.809236111
589,2/2/2015,Quarter1,sewing,Monday,12,0.8,15.26,12261,3600,63,0,0,0,35,0.800401961
590,2/2/2015,Quarter1,sewing,Monday,4,0.8,22.52,23122,5940,50,0,0,0,56.5,0.800393224
591,2/2/2015,Quarter1,sewing,Monday,9,0.75,29.12,8992,6960,55,0,0,0,58,0.799963218
592,2/2/2015,Quarter1,finishing,Monday,12,0.75,4.08,,1080,0,0,0,0,9,0.740444444
593,2/2/2015,Quarter1,sewing,Monday,11,0.7,20.55,9792,6480,60,0,0,0,54,0.700398148
594,2/2/2015,Quarter1,sewing,Monday,6,0.7,18.79,2984,3960,30,0,0,0,33,0.700354545
595,2/2/2015,Quarter1,finishing,Monday,8,0.65,4.15,,960,0,0,0,0,8,0.561979167
596,2/2/2015,Quarter1,finishing,Monday,1,0.75,3.94,,2280,0,0,0,0,19,0.504596491
597,2/2/2015,Quarter1,sewing,Monday,5,0.5,30.1,839,6960,0,0,0,0,58,0.500801724
598,2/2/2015,Quarter1,sewing,Monday,7,0.7,24.26,2698,6720,0,0,0,0,56,0.295307738
599,2/2/2015,Quarter1,finishing,Monday,6,0.6,2.9,,1200,0,0,0,0,10,0.280333333
600,2/2/2015,Quarter1,sewing,Monday,8,0.65,24.26,1435,6600,0,0,0,0,55,0.260978788
601,2/3/2015,Quarter1,finishing,Tuesday,2,0.8,3.94,,2400,0,0,0,0,20,1.001416667
602,2/3/2015,Quarter1,sewing,Tuesday,1,0.8,22.52,1500,6900,113,0,0,0,57.5,1.000018551
603,2/3/2015,Quarter1,sewing,Tuesday,10,0.8,22.52,1188,6720,90,0,0,0,56,0.999995238
604,2/3/2015,Quarter1,finishing,Tuesday,1,0.8,3.94,,1200,0,0,0,0,10,0.99485
605,2/3/2015,Quarter1,finishing,Tuesday,8,0.7,4.15,,960,0,0,0,0,8,0.976979167
606,2/3/2015,Quarter1,sewing,Tuesday,3,0.8,22.52,1112,6840,100,0,0,0,57,0.950185965
607,2/3/2015,Quarter1,sewing,Tuesday,2,0.8,22.52,1452,6960,100,0,0,0,58,0.949981609
608,2/3/2015,Quarter1,finishing,Tuesday,9,0.75,3.94,,1320,0,0,0,0,11,0.919954545
609,2/3/2015,Quarter1,sewing,Tuesday,4,0.8,22.52,340,5460,63,0,0,0,56.5,0.800434622
610,2/3/2015,Quarter1,sewing,Tuesday,12,0.8,15.26,1029,2040,50,0,0,0,35,0.800259023
611,2/3/2015,Quarter1,finishing,Tuesday,12,0.8,4.08,,1080,0,0,0,0,9,0.778222222
612,2/3/2015,Quarter1,sewing,Tuesday,9,0.75,29.12,1070,6960,34,0,0,0,58,0.750593103
613,2/3/2015,Quarter1,sewing,Tuesday,11,0.7,25.31,946,5760,60,0,0,0,54,0.700513566
614,2/3/2015,Quarter1,sewing,Tuesday,6,0.7,18.79,913,4020,30,0,0,0,33.5,0.700184577
615,2/3/2015,Quarter1,sewing,Tuesday,8,0.7,24.26,1363,6660,0,0,0,0,55.5,0.586465465
616,2/3/2015,Quarter1,sewing,Tuesday,7,0.7,24.26,1639,6720,0,0,0,0,56,0.541517857
617,2/3/2015,Quarter1,finishing,Tuesday,4,0.8,4.3,,1440,0,0,0,0,12,0.5375
618,2/3/2015,Quarter1,finishing,Tuesday,6,0.7,2.9,,960,0,0,0,0,8,0.495416667
619,2/3/2015,Quarter1,sewing,Tuesday,5,0.6,30.1,415,6960,0,0,0,0,58,0.415172414
620,2/4/2015,Quarter1,sewing,Wednesday,2,0.8,22.52,1263,6900,100,0,0,0,57.5,1.05028058
621,2/4/2015,Quarter1,sewing,Wednesday,3,0.8,22.52,968,6840,113,0,0,0,57,1.000230409
622,2/4/2015,Quarter1,sewing,Wednesday,10,0.8,22.52,1108,6720,113,0,0,0,56,0.999995238
623,2/4/2015,Quarter1,finishing,Wednesday,2,0.8,3.94,,2160,0,0,0,0,18,0.966759259
624,2/4/2015,Quarter1,finishing,Wednesday,1,0.8,3.94,,1200,0,0,0,0,10,0.929183333
625,2/4/2015,,finishing,Wednesday,8,0.7,4.15,,3000,0,0,0,0,25,0.915766667
626,2/4/2015,Quarter1,sewing,Wednesday,1,0.8,22.52,1532,6900,88,0,0,0,57.5,0.900147246
627,2/4/2015,Quarter1,sewing,Wednesday,12,0.8,15.26,1094,4080,38,0,0,0,34,0.800401961
628,2/4/2015,Quarter1,sewing,Wednesday,9,0.8,22.52,1086,6960,50,0,0,0,58,0.799963218
629,2/4/2015,Quarter1,finishing,Wednesday,7,0.7,3.94,,960,0,0,0,0,8,0.779791667
630,2/4/2015,Quarter1,finishing,Wednesday,9,0.75,3.94,,960,0,0,0,0,8,0.755166667
631,2/4/2015,Quarter1,sewing,Wednesday,6,0.7,18.79,941,3360,30,0,0,0,33,0.700710417
632,2/4/2015,Quarter1,sewing,Wednesday,7,0.7,24.26,1471,6960,0,0,0,0,58,0.700612069
633,2/4/2015,Quarter1,sewing,Wednesday,11,0.7,10.05,1042,6120,60,0,0,0,53,0.700278846
634,2/4/2015,Quarter1,sewing,Wednesday,8,0.7,29.12,1248,6840,0,0,0,0,57,0.700135088
635,2/4/2015,Quarter1,finishing,Wednesday,12,0.8,4.08,,1080,0,0,0,0,9,0.687555556
636,2/4/2015,Quarter1,sewing,Wednesday,5,0.65,30.1,326,5820,0,90,10,0,58.5,0.650834808
637,2/4/2015,Quarter1,finishing,Wednesday,6,0.7,2.9,,960,0,0,0,0,8,0.531666667
638,2/4/2015,Quarter1,sewing,Wednesday,4,0.35,30.1,287,6060,23,150,15,0,55.5,0.350706422
639,2/5/2015,Quarter1,sewing,Thursday,2,0.8,22.52,1300,6780,113,0,0,0,56.5,1.000446018
640,2/5/2015,Quarter1,sewing,Thursday,1,0.8,22.52,1485,6900,113,0,0,0,57.5,1.000018551
641,2/5/2015,Quarter1,sewing,Thursday,10,0.8,22.52,1039,6720,113,0,0,0,56,0.999995238
642,2/5/2015,Quarter1,finishing,Thursday,2,0.8,3.94,,2640,0,0,0,0,22,0.999924242
643,2/5/2015,Quarter1,sewing,Thursday,3,0.8,22.52,1063,6840,100,0,0,0,57,0.950185965
644,2/5/2015,Quarter1,finishing,Thursday,6,0.7,2.9,,960,0,0,0,0,8,0.9425
645,2/5/2015,Quarter1,finishing,Thursday,12,0.8,4.08,,1080,0,0,0,0,9,0.906666667
646,2/5/2015,Quarter1,finishing,Thursday,7,0.7,3.94,,1200,0,0,0,0,10,0.8471
647,2/5/2015,Quarter1,finishing,Thursday,1,0.8,3.94,,1440,0,0,0,0,12,0.845458333
648,2/5/2015,Quarter1,sewing,Thursday,12,0.8,15.26,1083,720,38,0,0,0,34,0.800612676
649,2/5/2015,Quarter1,sewing,Thursday,9,0.8,29.12,1069,6960,50,0,0,0,58,0.799963218
650,2/5/2015,Quarter1,finishing,Thursday,10,0.8,3.94,,960,0,0,0,0,8,0.771583333
651,2/5/2015,Quarter1,sewing,Thursday,11,0.75,10.05,668,2520,34,0,0,0,26,0.7504
652,2/5/2015,Quarter1,sewing,Thursday,6,0.7,18.79,766,2760,30,0,0,0,33,0.700079032
653,2/5/2015,Quarter1,sewing,Thursday,5,0.7,30.1,557,6960,0,0,0,0,58,0.562212644
654,2/5/2015,Quarter1,sewing,Thursday,7,0.07,24.26,1608,6960,0,0,0,0,58,0.522844828
655,2/5/2015,Quarter1,sewing,Thursday,4,0.5,30.1,417,6360,23,0,0,1,53,0.500720126
656,2/5/2015,Quarter1,sewing,Thursday,8,0.7,24.26,1167,6840,0,0,0,0,57,0.496549708
657,2/7/2015,Quarter1,finishing,Saturday,2,0.8,3.94,,3000,0,0,0,0,25,1.050666667
658,2/7/2015,Quarter1,sewing,Saturday,2,0.8,22.52,1186,6900,113,0,0,0,58,1.000018551
659,2/7/2015,Quarter1,sewing,Saturday,3,0.8,22.52,1060,6840,100,0,0,0,57,0.950185965
660,2/7/2015,Quarter1,sewing,Saturday,1,0.8,22.52,1534,6780,88,0,0,0,57,0.900135693
661,2/7/2015,Quarter1,sewing,Saturday,10,0.8,22.52,1142,6720,88,0,0,0,56,0.900129762
662,2/7/2015,Quarter1,finishing,Saturday,12,0.8,4.08,,1080,0,0,0,0,9,0.899111111
663,2/7/2015,Quarter1,finishing,Saturday,1,0.8,3.94,,1200,0,0,0,0,10,0.870083333
664,2/7/2015,Quarter1,finishing,Saturday,6,0.75,2.9,,960,0,0,0,0,8,0.845833333
665,2/7/2015,Quarter1,sewing,Saturday,12,0.8,15.26,1021,4080,63,0,0,0,34,0.800401961
666,2/7/2015,Quarter1,sewing,Saturday,9,0.8,29.12,829,6960,50,0,0,0,58,0.799963218
667,2/7/2015,Quarter1,finishing,Saturday,9,0.8,3.94,,960,0,0,0,0,8,0.771583333
668,2/7/2015,Quarter1,sewing,Saturday,6,0.75,18.79,813,1560,34,0,0,0,33,0.750520115
669,2/7/2015,Quarter1,sewing,Saturday,11,0.75,10.05,677,3240,45,0,0,0,27,0.750027778
670,2/7/2015,Quarter1,finishing,Saturday,7,0.7,3.94,,1200,0,0,0,0,10,0.715766667
671,2/7/2015,Quarter1,sewing,Saturday,7,0.7,24.26,658,6960,0,270,45,0,58,0.662270115
672,2/7/2015,Quarter1,sewing,Saturday,4,0.6,30.1,486,6780,30,0,0,1,57,0.600224189
673,2/7/2015,Quarter1,sewing,Saturday,5,0.7,30.1,687,7500,0,0,0,0,59,0.545657673
674,2/7/2015,Quarter1,finishing,Saturday,4,0.8,4.3,,960,0,0,0,0,8,0.447916667
675,2/7/2015,Quarter1,sewing,Saturday,8,0.7,24.26,652,6840,0,300,37,0,57,0.365318713
676,2/8/2015,Quarter2,sewing,Sunday,2,0.8,22.52,1233,6900,113,0,0,0,57.5,1.000018551
677,2/8/2015,Quarter2,finishing,Sunday,7,0.7,4.15,,1440,0,0,0,0,12,0.928680556
678,2/8/2015,Quarter2,sewing,Sunday,10,0.8,22.52,1388,6720,88,0,0,0,56,0.9008
679,2/8/2015,Quarter2,sewing,Sunday,1,0.8,22.52,1615,6780,88,0,0,0,56.5,0.900135693
680,2/8/2015,Quarter2,sewing,Sunday,3,0.8,22.52,1283,6720,88,0,0,0,56,0.900129762
681,2/8/2015,Quarter2,finishing,Sunday,1,0.8,3.94,,1200,0,0,0,0,10,0.893066667
682,2/8/2015,Quarter2,finishing,Sunday,12,0.8,4.08,,1080,0,0,0,0,9,0.891555556
683,2/8/2015,Quarter2,finishing,Sunday,2,0.8,3.94,,2160,0,0,0,0,18,0.875555556
684,2/8/2015,Quarter2,finishing,Sunday,8,0.7,4.15,,1800,0,0,0,0,15,0.840888889
685,2/8/2015,Quarter2,sewing,Sunday,12,0.8,15.26,1026,2880,63,0,0,0,34,0.800355208
686,2/8/2015,Quarter2,sewing,Sunday,9,0.8,29.12,909,6960,50,0,0,0,58,0.799963218
687,2/8/2015,Quarter2,sewing,Sunday,6,0.75,18.79,670,3960,34,0,0,0,33,0.75065101
688,2/8/2015,Quarter2,sewing,Sunday,11,0.75,10.05,629,3240,45,0,0,0,27,0.750027778
689,2/8/2015,Quarter2,sewing,Sunday,5,0.7,30.1,754,7020,0,0,0,0,58.5,0.700618234
690,2/8/2015,Quarter2,finishing,Sunday,6,0.75,2.9,,960,0,0,0,0,8,0.610208333
691,2/8/2015,Quarter2,finishing,Sunday,9,0.8,3.94,,960,0,0,0,0,8,0.607416667
692,2/8/2015,Quarter2,sewing,Sunday,4,0.65,30.1,712,6780,44,0,0,1,56.5,0.568259587
693,2/8/2015,Quarter2,sewing,Sunday,7,0.7,24.26,148,6960,0,0,0,0,58,0.355534483
694,2/8/2015,Quarter2,sewing,Sunday,8,0.7,24.26,154,6840,0,0,0,0,57,0.353259649
695,2/9/2015,Quarter2,finishing,Monday,2,0.8,3.94,,2160,0,0,0,0,18,1.057962963
696,2/9/2015,Quarter2,finishing,Monday,1,0.8,3.94,,1200,0,0,0,0,10,0.962016667
697,2/9/2015,Quarter2,sewing,Monday,10,0.8,22.52,1127,120,88,0,0,0,56,0.9008
698,2/9/2015,Quarter2,sewing,Monday,1,0.8,22.52,1506,3600,70,0,0,0,57,0.900509044
699,2/9/2015,Quarter2,sewing,Monday,2,0.8,22.52,1413,360,70,0,0,0,57,0.900477825
700,2/9/2015,Quarter2,finishing,Monday,6,0.75,2.9,,960,0,0,0,0,8,0.888125
701,2/9/2015,Quarter2,sewing,Monday,12,0.8,15.26,970,4080,63,0,0,0,34,0.800401961
702,2/9/2015,Quarter2,sewing,Monday,3,0.8,22.52,1271,5400,50,0,0,0,57,0.800161172
703,2/9/2015,Quarter2,sewing,Monday,9,0.8,29.12,1073,6960,50,0,0,0,58,0.799963218
704,2/9/2015,Quarter2,sewing,Monday,4,0.7,30.1,767,3300,50,0,0,1,57,0.790003236
705,2/9/2015,Quarter2,sewing,Monday,11,0.75,10.05,103,0,45,0,0,0,54,0.750648148
706,2/9/2015,Quarter2,finishing,Monday,8,0.35,4.15,,1800,0,0,0,0,15,0.707111111
707,2/9/2015,Quarter2,sewing,Monday,5,0.7,30.1,773,7020,40,0,0,0,58,0.700618234
708,2/9/2015,Quarter2,finishing,Monday,9,0.8,3.94,,960,0,0,0,0,8,0.697708333
709,2/9/2015,Quarter2,sewing,Monday,6,0.75,18.79,708,4080,0,0,0,0,34,0.612517157
710,2/9/2015,Quarter2,sewing,Monday,7,0.35,30.1,842,6960,0,0,0,1,58,0.350301724
711,2/9/2015,Quarter2,sewing,Monday,8,0.35,30.1,901,6960,0,0,0,1,58,0.350301724
712,2/9/2015,Quarter2,finishing,Monday,12,0.8,4.08,,1080,0,0,0,0,9,0.272
713,2/10/2015,Quarter2,finishing,Tuesday,12,0.8,4.08,,1080,0,0,0,0,9,1.004888889
714,2/10/2015,Quarter2,finishing,Tuesday,2,0.8,3.94,,2160,0,0,0,0,18,0.966759259
715,2/10/2015,Quarter2,sewing,Tuesday,10,0.8,22.52,1268,0,88,0,0,0,56,0.90063244
716,2/10/2015,Quarter2,sewing,Tuesday,1,0.8,22.52,1546,0,88,0,0,0,57,0.90047076
717,2/10/2015,Quarter2,sewing,Tuesday,3,0.8,22.52,813,0,88,0,0,0,57,0.90047076
718,2/10/2015,Quarter2,sewing,Tuesday,2,0.8,22.52,1512,0,88,0,0,0,57,0.899984058
719,2/10/2015,Quarter2,finishing,Tuesday,1,0.8,3.94,,1440,0,0,0,0,12,0.853666667
720,2/10/2015,Quarter2,sewing,Tuesday,9,0.8,29.12,1263,2160,38,0,0,0,58,0.8008
721,2/10/2015,Quarter2,sewing,Tuesday,12,0.8,15.26,900,4080,50,0,0,0,34,0.800401961
722,2/10/2015,Quarter2,finishing,Tuesday,4,0.7,4.15,,1800,0,0,0,0,15,0.796755556
723,2/10/2015,Quarter2,sewing,Tuesday,6,0.75,18.79,640,2400,0,0,0,0,34,0.750797009
724,2/10/2015,Quarter2,sewing,Tuesday,11,0.8,10.05,13,3240,34,0,0,0,54,0.750648148
725,2/10/2015,Quarter2,sewing,Tuesday,5,0.75,30.1,855,7020,45,0,0,0,58,0.750356125
726,2/10/2015,Quarter2,finishing,Tuesday,8,0.35,4.15,,960,0,0,0,0,8,0.703770833
727,2/10/2015,Quarter2,sewing,Tuesday,4,0.7,30.1,855,7020,40,0,0,1,58,0.700618234
728,2/10/2015,Quarter2,finishing,Tuesday,9,0.8,3.94,,960,0,0,0,0,8,0.6895
729,2/10/2015,Quarter2,finishing,Tuesday,6,0.75,2.9,,960,0,0,0,0,8,0.628333333
730,2/10/2015,Quarter2,sewing,Tuesday,7,0.5,30.1,1025,6960,23,0,0,1,58,0.500801724
731,2/10/2015,Quarter2,sewing,Tuesday,8,0.5,30.1,1061,6960,30,0,0,1,58,0.393548851
732,2/11/2015,Quarter2,finishing,Wednesday,4,0.7,4.15,,1800,0,0,0,0,15,1.033155556
733,2/11/2015,Quarter2,finishing,Wednesday,12,0.8,4.08,,1080,0,0,0,0,9,1.02
734,2/11/2015,Quarter2,sewing,Wednesday,2,0.8,22.52,1557,0,90,0,0,0,57.5,1.000344928
735,2/11/2015,Quarter2,sewing,Wednesday,1,0.8,22.52,1498,0,113,0,0,0,57,1.000065789
736,2/11/2015,Quarter2,finishing,Wednesday,8,0.35,4.15,,1440,0,0,0,0,12,0.994375
737,2/11/2015,Quarter2,finishing,Wednesday,2,0.8,3.94,,2160,0,0,0,0,18,0.912037037
738,2/11/2015,Quarter2,finishing,Wednesday,5,0.7,4.15,,240,0,0,0,0,2,0.87
739,2/11/2015,Quarter2,sewing,Wednesday,10,0.8,22.52,598,0,75,0,0,0,56,0.850364583
740,2/11/2015,Quarter2,sewing,Wednesday,6,0.8,18.79,656,3480,38,0,0,0,34,0.800947475
741,2/11/2015,Quarter2,sewing,Wednesday,12,0.8,15.26,854,4080,50,0,0,0,34,0.800401961
742,2/11/2015,Quarter2,sewing,Wednesday,9,0.8,29.12,609,3240,50,0,0,0,58,0.800144144
743,2/11/2015,Quarter2,sewing,Wednesday,5,0.75,30.1,788,7380,56,0,0,0,59.5,0.750406233
744,2/11/2015,Quarter2,sewing,Wednesday,8,0.6,30.1,1069,4560,30,0,0,1,58,0.714410494
745,2/11/2015,Quarter2,sewing,Wednesday,4,0.7,30.1,667,5940,40,0,0,1,59.5,0.700588406
746,2/11/2015,Quarter2,finishing,Wednesday,1,0.8,3.94,,1440,0,0,0,0,12,0.618361111
747,2/11/2015,Quarter2,sewing,Wednesday,7,0.6,30.1,829,3360,23,0,0,1,58,0.600070513
748,2/11/2015,Quarter2,finishing,Wednesday,9,0.8,3.94,,960,0,0,0,0,8,0.54175
749,2/11/2015,Quarter2,sewing,Wednesday,3,0.8,22.52,11,6840,0,0,0,1,57,0.536901754
750,2/11/2015,Quarter2,sewing,Wednesday,11,0.35,11.41,434,3240,0,0,0,1,52,0.507903226
751,2/12/2015,Quarter2,sewing,Thursday,1,0.8,22.52,1397,0,138,0,0,0,57,1.100483918
752,2/12/2015,Quarter2,finishing,Thursday,4,0.7,4.15,,1800,0,0,0,0,15,1.096633333
753,2/12/2015,Quarter2,sewing,Thursday,2,0.8,22.52,1327,0,113,0,0,0,57.5,1.000344928
754,2/12/2015,Quarter2,finishing,Thursday,12,0.8,4.08,,1080,0,0,0,0,9,0.838666667
755,2/12/2015,Quarter2,sewing,Thursday,12,0.8,15.26,894,4080,50,0,0,0,34,0.800401961
756,2/12/2015,Quarter2,finishing,Thursday,8,0.35,4.15,,1440,0,0,0,0,12,0.755486111
757,2/12/2015,Quarter2,sewing,Thursday,5,0.75,30.1,610,7080,56,0,0,0,59,0.750799435
758,2/12/2015,Quarter2,sewing,Thursday,6,0.8,18.79,779,3960,0,0,0,0,33,0.688017677
759,2/12/2015,Quarter2,finishing,Thursday,1,0.8,3.94,,1440,0,0,0,0,12,0.664875
760,2/12/2015,Quarter2,finishing,Thursday,9,0.8,3.94,,960,0,0,0,0,8,0.656666667
761,2/12/2015,Quarter2,sewing,Thursday,4,0.7,30.1,419,7080,0,0,0,1,59,0.637711864
762,2/12/2015,Quarter2,finishing,Thursday,2,0.8,3.94,,2160,0,0,0,0,18,0.601944444
763,2/12/2015,Quarter2,finishing,Thursday,5,0.7,4.15,,240,0,0,0,0,2,0.58
764,2/12/2015,Quarter2,sewing,Thursday,7,0.65,30.1,909,7080,0,0,0,1,59,0.535677966
