id,Gender,Customer_Type,Age,Class,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,satisfaction
36275,Male,Loyal_Customer,29,Eco,4,3,4,4,5,5,4,5,4,0
77734,Female,disloyal_Customer,29,Business,2,5,2,2,2,4,4,5,2,1
41792,Male,Loyal_Customer,58,Business,5,1,1,5,5,5,2,5,3,1
129184,Male,disloyal_Customer,37,Business,4,2,4,4,2,3,4,4,4,0
123373,Female,Loyal_Customer,20,Eco,1,1,1,1,4,2,3,1,1,0
5504,Female,Loyal_Customer,18,Eco,4,1,4,4,4,5,3,4,4,0
53497,Female,Loyal_Customer,67,Eco,1,1,1,3,4,4,1,3,1,0
63646,Male,Loyal_Customer,37,Business,5,5,5,5,5,5,4,5,5,1
82610,Female,Loyal_Customer,37,Business,2,3,3,4,4,4,3,4,4,1
48675,Male,Loyal_Customer,59,Business,4,5,5,5,5,5,4,5,5,1
3470,Male,Loyal_Customer,17,Eco_Plus,2,3,2,2,2,5,4,4,2,0
116158,Female,Loyal_Customer,55,Eco,5,4,5,2,4,2,4,2,5,0
103150,Female,Loyal_Customer,45,Business,3,4,5,5,5,5,4,5,3,1
8319,Female,Loyal_Customer,8,Eco_Plus,2,4,2,2,5,5,3,5,2,0
23975,Female,disloyal_Customer,37,Eco,4,5,4,4,1,1,2,2,4,1
63477,Female,Loyal_Customer,68,Eco_Plus,4,3,5,1,3,1,1,1,5,0
27819,Female,Loyal_Customer,54,Eco,2,4,4,1,1,1,1,1,4,0
38555,Female,Loyal_Customer,51,Eco,4,4,4,5,2,3,5,5,4,0
19468,Female,Loyal_Customer,50,Business,3,4,2,5,5,5,5,5,5,1
75484,Female,Loyal_Customer,63,Eco,4,3,2,2,1,2,5,2,5,0
46859,Male,Loyal_Customer,58,Business,2,2,2,4,4,3,2,1,2,0
126170,Female,Loyal_Customer,25,Business,1,1,1,1,2,3,2,3,1,0
81509,Male,Loyal_Customer,68,Eco_Plus,2,3,4,2,5,5,4,4,2,0
45793,Male,disloyal_Customer,28,Eco,1,1,1,1,1,5,5,3,1,0
120846,Female,Loyal_Customer,29,Business,1,1,1,1,2,2,1,2,1,0
43856,Female,Loyal_Customer,48,Eco,5,1,1,4,4,4,4,4,4,1
80808,Female,Loyal_Customer,45,Business,3,5,5,5,5,5,5,5,4,1
43800,Male,Loyal_Customer,58,Eco,2,4,2,2,3,5,4,5,2,0
35466,Female,Loyal_Customer,41,Eco,3,0,3,3,2,5,5,4,3,1
15857,Female,Loyal_Customer,23,Business,5,3,3,5,1,4,3,5,5,1
14498,Male,Loyal_Customer,47,Business,4,4,4,5,5,5,4,5,5,1
27329,Female,Loyal_Customer,53,Business,2,3,4,4,4,4,2,4,4,1
26641,Female,disloyal_Customer,39,Business,4,2,4,4,5,4,1,4,4,0
118817,Male,Loyal_Customer,58,Business,4,5,4,4,5,4,5,4,3,1
31126,Female,disloyal_Customer,11,Eco,5,2,5,5,5,3,2,4,5,0
121019,Female,Loyal_Customer,23,Eco,4,3,3,4,5,4,3,4,4,0
84786,Male,Loyal_Customer,26,Business,4,4,4,4,5,5,3,5,4,1
109336,Female,Loyal_Customer,7,Eco,4,5,1,4,2,3,1,1,4,1
56898,Female,Loyal_Customer,34,Business,4,4,4,4,4,5,4,3,4,1
101761,Male,Loyal_Customer,10,Eco,2,4,2,2,2,3,4,5,2,0
63365,Male,Loyal_Customer,23,Eco,4,5,4,4,4,5,5,2,4,1
75092,Male,Loyal_Customer,58,Business,2,2,3,3,2,3,3,3,3,0
107837,Female,Loyal_Customer,55,Eco,4,4,4,5,5,5,1,5,1,1
21107,Female,Loyal_Customer,68,Eco,4,5,5,3,1,3,3,3,5,0
21250,Male,Loyal_Customer,78,Eco_Plus,3,3,3,3,4,4,2,3,3,0
2074,Female,disloyal_Customer,64,Eco,1,1,1,1,3,4,1,3,1,0
65325,Female,Loyal_Customer,41,Business,3,5,4,5,5,5,5,5,3,1
115404,Female,Loyal_Customer,32,Business,2,2,2,2,3,4,1,4,2,0
74117,Male,Loyal_Customer,35,Business,4,4,4,4,4,4,5,4,4,1
56563,Female,Loyal_Customer,53,Business,3,5,5,4,4,4,3,4,5,1
118095,Female,Loyal_Customer,46,Business,3,5,4,4,4,4,3,4,5,1
69235,Female,disloyal_Customer,30,Business,5,3,5,5,3,4,5,4,5,0
17283,Female,Loyal_Customer,52,Business,4,1,5,5,5,5,4,5,3,1
107419,Male,disloyal_Customer,17,Eco,3,4,3,3,1,3,1,4,3,0
57952,Female,Loyal_Customer,50,Business,3,5,5,5,5,5,4,5,5,1
40528,Male,Loyal_Customer,45,Business,2,5,4,5,5,5,5,5,4,1
87672,Female,Loyal_Customer,25,Eco,2,2,3,2,2,3,3,3,2,0
96648,Male,Loyal_Customer,41,Eco,2,2,2,2,3,3,3,3,2,0
49870,Male,Loyal_Customer,33,Business,5,5,5,5,2,2,1,3,5,1
57410,Female,disloyal_Customer,36,Eco,3,3,3,3,3,4,1,4,3,0
39295,Female,Loyal_Customer,43,Eco,3,4,4,4,3,4,4,4,3,0
67923,Male,Loyal_Customer,8,Eco,1,4,1,1,4,4,3,5,1,0
72106,Male,Loyal_Customer,62,Eco_Plus,2,3,2,2,4,3,4,3,2,0
125188,Male,Loyal_Customer,57,Business,3,5,5,5,5,5,5,5,3,1
99605,Female,Loyal_Customer,47,Business,5,5,5,4,4,4,5,4,5,1
21425,Female,Loyal_Customer,51,Eco,2,2,5,3,3,3,4,3,1,1
72093,Male,Loyal_Customer,45,Eco,2,3,2,2,4,4,3,5,2,0
21244,Female,Loyal_Customer,38,Eco_Plus,5,5,5,5,5,2,3,4,5,1
112307,Female,Loyal_Customer,57,Business,2,5,4,3,3,3,3,3,4,1
44589,Female,Loyal_Customer,23,Eco,4,1,4,4,5,2,2,3,4,0
60429,Male,Loyal_Customer,44,Business,2,4,5,4,3,4,3,4,3,1
22869,Male,Loyal_Customer,49,Eco,4,5,4,4,2,2,3,2,4,1
63295,Female,Loyal_Customer,45,Business,4,5,5,4,4,4,4,4,4,1
11525,Male,Loyal_Customer,40,Eco_Plus,5,4,5,5,2,5,4,4,5,1
13726,Female,Loyal_Customer,46,Eco,2,2,2,4,4,4,1,4,3,1
86429,Female,Loyal_Customer,60,Business,5,5,5,4,4,4,4,4,4,1
77435,Female,Loyal_Customer,64,Eco,3,3,4,2,4,2,2,2,4,0
91991,Male,Loyal_Customer,31,Eco,1,1,1,1,2,3,2,4,1,0
128199,Female,Loyal_Customer,40,Business,5,4,5,4,4,4,4,4,4,1
44813,Male,Loyal_Customer,26,Eco,3,4,3,3,4,3,4,3,3,0
21605,Male,Loyal_Customer,55,Eco,5,5,5,5,5,3,1,5,5,1
66468,Male,Loyal_Customer,44,Eco_Plus,3,2,3,3,5,4,1,4,3,0
47128,Male,Loyal_Customer,40,Business,4,4,4,4,4,4,3,4,3,1
61225,Male,Loyal_Customer,60,Business,3,4,5,5,4,5,3,5,5,1
124618,Male,Loyal_Customer,26,Business,5,5,5,5,2,3,4,5,5,1
100720,Male,Loyal_Customer,38,Business,3,5,5,5,5,5,5,5,3,1
54500,Female,Loyal_Customer,51,Business,2,3,3,2,2,2,4,2,1,0
81680,Female,disloyal_Customer,16,Business,3,5,3,3,5,5,3,4,3,1
116213,Female,Loyal_Customer,12,Eco,3,4,3,3,3,4,3,3,3,0
76343,Female,disloyal_Customer,25,Eco,4,3,4,4,3,3,3,1,4,0
33885,Male,Loyal_Customer,68,Eco,2,3,2,2,3,5,3,4,2,0
56838,Female,disloyal_Customer,41,Eco_Plus,1,2,1,1,5,3,3,3,1,0
80467,Female,Loyal_Customer,77,Business,4,3,2,2,2,2,1,2,1,0
61712,Male,Loyal_Customer,52,Eco,4,4,4,4,4,1,3,3,4,0
2148,Female,disloyal_Customer,25,Business,1,4,1,1,5,4,4,5,1,0
75168,Male,disloyal_Customer,16,Eco,2,2,2,2,3,2,2,3,2,0
100627,Male,Loyal_Customer,46,Business,3,5,5,5,4,5,4,5,4,1
30524,Female,Loyal_Customer,56,Business,2,3,4,2,1,2,4,2,2,0
38578,Male,Loyal_Customer,14,Eco,1,2,1,1,5,4,2,3,1,0
108614,Female,Loyal_Customer,26,Eco,1,3,1,1,3,3,3,3,1,0
120704,Female,Loyal_Customer,24,Eco,2,3,2,2,3,5,3,5,2,0
103455,Female,Loyal_Customer,69,Eco,2,3,4,4,4,4,2,4,2,0
86989,Male,Loyal_Customer,47,Eco,1,5,5,3,4,5,5,4,5,0
37624,Female,Loyal_Customer,33,Eco,2,1,2,2,4,5,3,5,2,0
102845,Female,Loyal_Customer,46,Business,4,5,4,4,5,4,5,4,4,1
22052,Male,Loyal_Customer,48,Eco,4,4,4,4,3,4,3,3,4,1
25601,Female,Loyal_Customer,52,Eco,3,3,4,2,2,2,1,2,5,0
21689,Female,disloyal_Customer,37,Eco,1,4,1,1,2,3,2,3,1,0
83115,Male,disloyal_Customer,26,Eco,1,1,1,1,2,3,1,3,1,0
63902,Male,Loyal_Customer,30,Business,4,4,4,4,5,4,3,5,4,1
54110,Male,Loyal_Customer,49,Business,3,4,4,4,4,4,4,4,4,1
933,Female,Loyal_Customer,57,Business,2,4,4,3,3,1,2,3,2,0
43011,Male,Loyal_Customer,50,Eco,5,5,5,5,4,4,5,1,5,1
55895,Female,disloyal_Customer,22,Eco,5,4,5,5,4,3,3,4,5,0
92160,Male,Loyal_Customer,22,Eco_Plus,4,2,4,4,4,4,3,5,4,0
52792,Male,Loyal_Customer,63,Eco,1,4,1,1,5,4,1,4,1,0
91825,Female,disloyal_Customer,21,Business,2,5,2,2,3,5,3,5,2,1
75366,Male,Loyal_Customer,25,Eco_Plus,5,4,4,5,3,4,4,4,4,1
27967,Female,Loyal_Customer,11,Eco,5,3,5,5,5,5,5,5,5,0
32212,Female,Loyal_Customer,39,Eco,5,5,5,5,3,3,3,2,5,1
10202,Male,Loyal_Customer,54,Business,4,5,5,5,5,5,5,5,3,1
108747,Female,Loyal_Customer,51,Business,5,4,4,5,5,5,4,5,4,1
114628,Female,Loyal_Customer,49,Business,4,5,5,5,5,5,3,5,3,1
26984,Male,Loyal_Customer,50,Business,2,5,5,4,4,4,2,4,5,1
44616,Female,Loyal_Customer,23,Eco,2,2,2,2,4,4,4,5,2,0
46137,Male,Loyal_Customer,52,Eco,4,4,4,4,2,4,4,5,4,1
40923,Male,Loyal_Customer,18,Eco,1,2,3,1,5,4,4,4,1,0
129692,Female,Loyal_Customer,41,Business,3,5,5,4,4,4,4,4,5,1
35542,Female,Loyal_Customer,15,Eco,5,1,1,5,3,3,3,4,5,0
125590,Male,Loyal_Customer,50,Business,4,4,5,5,5,5,5,5,3,1
55920,Female,Loyal_Customer,17,Eco,5,1,1,5,2,4,1,4,5,0
129699,Female,disloyal_Customer,39,Business,1,4,1,1,4,4,5,4,1,0
77273,Male,Loyal_Customer,46,Business,4,4,5,5,5,5,4,5,3,1
20793,Female,Loyal_Customer,48,Eco,3,4,1,4,4,4,1,4,3,1
83209,Female,Loyal_Customer,21,Eco,3,3,5,3,2,4,3,4,3,0
106203,Male,Loyal_Customer,50,Eco_Plus,4,4,4,4,2,3,1,4,4,0
12992,Female,disloyal_Customer,25,Eco,2,5,5,5,4,3,5,1,5,0
30431,Female,disloyal_Customer,41,Business,5,4,5,5,1,2,1,1,5,1
55872,Male,Loyal_Customer,40,Business,4,5,4,5,5,5,3,5,3,1
51901,Male,disloyal_Customer,43,Eco,3,2,3,3,4,2,1,1,3,0
109126,Male,Loyal_Customer,24,Business,5,5,5,5,3,4,4,5,5,1
1380,Male,Loyal_Customer,50,Eco_Plus,2,2,2,2,1,3,1,3,2,0
39606,Male,Loyal_Customer,25,Eco,2,4,2,2,4,4,3,4,2,0
116067,Male,Loyal_Customer,61,Eco,1,2,1,1,3,2,5,5,1,0
38218,Female,Loyal_Customer,57,Eco_Plus,4,2,2,1,4,1,4,1,4,0
5678,Male,disloyal_Customer,38,Business,3,4,3,3,5,4,5,4,3,1
93377,Female,Loyal_Customer,53,Business,2,4,5,5,5,5,3,5,5,1
110483,Female,Loyal_Customer,24,Eco,3,4,3,3,4,5,5,4,3,0
95286,Male,Loyal_Customer,65,Eco,2,2,2,2,2,5,5,5,2,0
97138,Female,disloyal_Customer,46,Business,5,1,5,5,4,5,5,5,5,0
54678,Male,disloyal_Customer,14,Eco,2,2,2,2,5,3,2,3,2,0
18030,Male,disloyal_Customer,37,Eco,5,0,5,5,4,5,4,5,5,1
19718,Female,disloyal_Customer,57,Eco,4,4,4,4,3,3,1,3,4,0
7853,Female,Loyal_Customer,33,Business,2,3,4,2,2,2,2,2,3,0
24554,Male,Loyal_Customer,36,Business,4,4,3,2,2,2,1,2,4,0
84288,Female,Loyal_Customer,42,Eco_Plus,1,1,5,5,4,3,2,5,5,0
20561,Female,disloyal_Customer,22,Eco,3,2,2,3,4,3,4,3,3,0
72788,Male,disloyal_Customer,22,Eco,1,3,1,1,5,1,5,3,1,0
109864,Male,Loyal_Customer,21,Business,3,3,3,3,3,4,3,5,3,1
18487,Female,Loyal_Customer,51,Business,5,4,3,5,5,5,4,5,3,1
23002,Female,Loyal_Customer,25,Eco,1,2,1,1,1,3,2,3,1,0
11202,Female,Loyal_Customer,11,Eco,3,2,3,3,2,5,3,4,3,0
15277,Female,Loyal_Customer,35,Eco,2,2,2,2,1,4,4,3,2,0
109665,Female,Loyal_Customer,29,Business,2,2,2,2,2,4,2,3,2,0
125184,Male,Loyal_Customer,48,Business,4,5,4,5,5,5,4,5,5,1
80334,Male,disloyal_Customer,17,Business,3,4,3,3,2,5,5,4,3,1
12780,Female,Loyal_Customer,41,Business,5,4,4,4,4,4,4,4,3,1
77296,Female,Loyal_Customer,43,Eco,5,5,5,5,3,5,5,5,5,1
91105,Male,Loyal_Customer,54,Eco,2,3,1,2,1,5,5,5,2,0
57191,Male,Loyal_Customer,41,Business,3,5,4,4,4,4,5,4,3,1
87500,Female,Loyal_Customer,16,Business,2,2,2,2,5,4,2,4,2,0
71037,Female,disloyal_Customer,22,Eco,4,2,4,4,5,4,4,4,4,0
19325,Male,Loyal_Customer,54,Eco,2,3,2,2,1,4,3,3,2,0
99438,Male,disloyal_Customer,30,Eco_Plus,1,2,1,1,3,3,4,4,1,0
72207,Male,Loyal_Customer,41,Business,2,2,2,1,4,3,2,1,2,0
99473,Female,Loyal_Customer,23,Business,4,4,4,4,3,4,4,4,4,0
89957,Male,Loyal_Customer,21,Eco,4,3,5,4,4,5,3,4,4,0
7763,Female,disloyal_Customer,21,Eco,1,2,1,1,4,4,3,4,1,0
7228,Female,Loyal_Customer,34,Eco,4,4,4,4,2,1,5,3,4,1
72783,Male,Loyal_Customer,41,Business,4,5,5,4,4,4,4,4,3,1
109325,Male,Loyal_Customer,10,Eco,5,2,5,5,2,4,4,4,5,0
129234,Male,Loyal_Customer,41,Business,4,5,5,5,5,5,5,5,3,1
39270,Female,Loyal_Customer,53,Business,5,2,2,1,1,2,2,1,4,0
81310,Male,Loyal_Customer,41,Business,3,5,5,5,5,5,5,5,3,1
33407,Female,disloyal_Customer,24,Eco,5,3,5,5,2,3,3,2,5,0
14446,Male,disloyal_Customer,40,Eco,5,4,5,5,5,3,4,3,5,0
77078,Female,Loyal_Customer,65,Business,2,2,4,3,2,3,2,3,2,0
58477,Male,Loyal_Customer,43,Business,3,4,5,5,5,5,3,5,3,1
120838,Female,disloyal_Customer,39,Business,2,3,2,2,5,5,3,4,2,1
67547,Male,Loyal_Customer,58,Business,4,2,2,4,3,4,3,4,4,0
102799,Female,disloyal_Customer,24,Eco,4,2,4,4,2,5,4,5,4,0
56200,Female,Loyal_Customer,16,Eco,4,2,4,4,5,2,4,2,4,0
78800,Female,Loyal_Customer,18,Eco,5,3,5,5,5,5,4,4,5,0
83395,Female,disloyal_Customer,24,Business,2,5,2,2,5,5,5,4,2,1
103563,Male,disloyal_Customer,33,Business,5,2,5,5,2,5,3,4,5,0
101641,Female,disloyal_Customer,27,Business,1,0,1,1,2,3,4,5,1,1
63041,Male,Loyal_Customer,35,Eco,4,2,5,4,4,3,4,4,4,0
39441,Male,disloyal_Customer,21,Eco,3,1,3,3,4,4,1,4,3,0
126289,Female,Loyal_Customer,61,Eco,5,4,4,3,1,3,5,3,4,0
13631,Male,disloyal_Customer,9,Eco,3,1,3,3,2,3,4,4,3,0
79727,Male,Loyal_Customer,61,Eco,2,3,3,5,5,5,3,3,3,0
121123,Female,Loyal_Customer,51,Business,5,5,5,4,4,4,5,3,5,1
99059,Female,Loyal_Customer,60,Business,2,5,5,5,5,5,3,5,5,1
83922,Male,disloyal_Customer,33,Business,5,1,5,5,2,5,3,5,5,0
124055,Female,Loyal_Customer,59,Business,2,5,4,5,5,5,4,5,3,1
62296,Female,disloyal_Customer,22,Eco,2,4,2,2,2,4,4,5,2,0
97977,Male,Loyal_Customer,62,Eco,1,3,1,1,1,4,5,1,1,0
61477,Female,Loyal_Customer,9,Business,3,3,3,3,2,4,3,4,3,0
49125,Male,Loyal_Customer,47,Business,5,2,3,4,4,5,4,4,4,1
70943,Female,Loyal_Customer,16,Eco,5,2,5,5,4,1,3,4,5,0
113441,Female,Loyal_Customer,46,Business,1,3,2,1,1,1,1,1,3,0
97453,Male,Loyal_Customer,52,Business,4,4,4,4,4,4,4,4,3,1
32463,Female,Loyal_Customer,33,Eco,3,3,3,3,3,2,3,3,3,0
19674,Male,disloyal_Customer,46,Eco,3,2,4,3,1,2,4,2,3,0
109730,Male,Loyal_Customer,74,Business,4,3,3,1,1,1,4,1,3,0
117710,Female,disloyal_Customer,30,Business,4,4,4,4,4,4,4,4,4,0
31810,Female,Loyal_Customer,16,Eco,1,5,5,2,3,3,5,1,5,0
57549,Male,Loyal_Customer,30,Eco_Plus,4,2,3,4,3,4,4,4,4,0
32185,Male,Loyal_Customer,46,Business,5,1,5,5,5,4,5,5,3,1
77752,Female,disloyal_Customer,43,Eco,4,2,4,4,1,4,4,4,4,0
49290,Male,disloyal_Customer,37,Eco,2,4,2,2,4,2,5,5,2,0
41751,Male,Loyal_Customer,50,Eco,4,4,4,4,4,2,4,4,4,1
74167,Male,Loyal_Customer,45,Eco,3,3,3,3,5,3,1,3,3,0
97955,Female,disloyal_Customer,41,Business,4,5,4,4,3,4,3,5,4,1
10543,Male,disloyal_Customer,20,Eco,2,5,2,2,5,5,3,5,2,1
119146,Female,Loyal_Customer,50,Eco_Plus,1,3,2,5,1,5,3,5,5,0
88822,Male,Loyal_Customer,17,Eco_Plus,5,5,4,5,1,4,1,5,5,1
48633,Female,Loyal_Customer,58,Business,5,4,4,4,4,4,5,4,4,1
81885,Male,Loyal_Customer,49,Business,4,4,5,4,4,4,3,4,4,1
116321,Female,Loyal_Customer,57,Eco,4,4,4,1,0,1,3,1,3,1
93640,Male,Loyal_Customer,49,Eco,1,4,2,1,1,3,3,4,1,0
95669,Female,Loyal_Customer,26,Business,5,4,5,5,3,4,2,3,5,0
17152,Male,disloyal_Customer,37,Business,3,5,3,3,5,4,5,4,3,0
109466,Female,disloyal_Customer,32,Business,2,3,2,2,5,5,4,5,2,0
128840,Female,Loyal_Customer,39,Eco,3,1,1,2,4,2,1,5,1,0
122640,Female,Loyal_Customer,49,Eco_Plus,3,4,4,2,2,2,1,2,4,0
104328,Male,Loyal_Customer,42,Business,5,3,3,3,3,3,4,3,4,0
76785,Female,disloyal_Customer,25,Business,2,5,2,2,2,4,3,5,2,1
66311,Male,disloyal_Customer,8,Business,3,3,3,3,5,4,5,5,3,0
19583,Male,Loyal_Customer,26,Eco,3,3,3,3,5,4,4,4,3,0
80047,Female,Loyal_Customer,42,Eco,3,3,3,2,5,2,3,2,4,0
69794,Female,Loyal_Customer,43,Business,5,5,5,5,4,4,5,3,5,1
32209,Male,Loyal_Customer,33,Eco,5,5,5,5,2,5,3,4,5,1
1252,Male,Loyal_Customer,44,Eco,2,2,1,2,5,2,4,1,2,0
124585,Female,Loyal_Customer,49,Business,2,5,4,5,4,5,5,5,4,1
82327,Female,disloyal_Customer,25,Eco,1,2,1,1,4,3,1,4,1,0
24159,Male,Loyal_Customer,45,Business,1,1,5,3,3,3,5,3,4,1
31581,Female,Loyal_Customer,57,Business,4,1,4,4,4,4,1,4,1,1
88269,Female,Loyal_Customer,75,Eco,2,3,4,4,4,4,2,4,2,0
10004,Male,Loyal_Customer,57,Eco,1,3,1,1,2,4,1,3,1,0
2434,Female,Loyal_Customer,70,Eco,4,4,4,4,3,4,5,4,3,0
26788,Male,Loyal_Customer,64,Eco_Plus,5,2,5,5,3,1,2,1,5,0
79334,Male,Loyal_Customer,28,Business,5,5,5,5,2,4,4,5,5,1
111449,Male,disloyal_Customer,48,Business,4,3,4,4,2,4,3,4,4,0
119656,Male,Loyal_Customer,59,Business,2,4,5,4,4,4,5,4,4,1
46600,Male,Loyal_Customer,52,Eco,3,4,3,3,4,3,2,2,3,1
51992,Male,Loyal_Customer,41,Eco_Plus,4,4,4,4,1,3,3,2,4,1
120783,Female,Loyal_Customer,41,Eco,1,2,1,1,2,5,5,5,1,0
2886,Male,Loyal_Customer,28,Eco,4,1,4,4,1,1,3,4,4,0
124645,Male,Loyal_Customer,46,Business,4,4,5,2,2,2,3,2,4,1
67673,Female,Loyal_Customer,57,Business,2,5,5,5,5,5,4,5,4,1
37700,Male,Loyal_Customer,22,Eco,5,2,5,5,3,3,2,2,5,0
75906,Female,Loyal_Customer,52,Business,2,3,2,4,4,3,1,4,2,1
74794,Female,disloyal_Customer,25,Business,4,1,4,4,4,5,5,5,4,0
89274,Female,disloyal_Customer,39,Business,1,4,1,1,2,5,3,4,1,0
48388,Male,Loyal_Customer,45,Eco,3,1,3,3,4,5,3,4,3,0
17759,Male,Loyal_Customer,23,Eco_Plus,3,3,2,3,4,3,1,4,3,0
27756,Female,Loyal_Customer,39,Business,2,2,5,2,2,2,2,2,5,1
21466,Male,Loyal_Customer,55,Business,3,3,3,3,3,3,1,3,3,0
91575,Male,Loyal_Customer,36,Eco,4,4,4,4,4,3,4,4,4,0
118833,Male,disloyal_Customer,23,Eco,4,5,4,4,4,5,3,4,4,0
127876,Female,Loyal_Customer,12,Eco,1,1,1,1,3,3,2,4,1,0
87205,Female,Loyal_Customer,17,Business,2,2,2,2,2,3,4,4,2,0
76309,Male,Loyal_Customer,54,Business,3,2,4,2,2,2,3,2,2,0
8838,Male,Loyal_Customer,59,Eco_Plus,3,3,3,3,5,2,1,1,3,0
39935,Female,Loyal_Customer,25,Business,2,2,2,2,5,4,4,3,2,1
76217,Male,disloyal_Customer,24,Business,3,0,3,3,5,5,3,5,3,1
41112,Female,Loyal_Customer,23,Business,3,2,3,3,4,3,3,3,3,0
20,Female,Loyal_Customer,42,Eco,1,3,4,1,3,1,3,1,3,0
90375,Male,disloyal_Customer,62,Business,3,3,1,3,5,2,4,2,3,0
101998,Male,Loyal_Customer,19,Eco,1,1,1,3,4,4,1,4,1,0
7256,Female,Loyal_Customer,12,Eco,2,2,2,2,1,5,2,4,2,0
94089,Female,Loyal_Customer,42,Business,1,5,2,5,1,5,1,5,4,0
54877,Female,Loyal_Customer,25,Eco,4,3,4,4,2,3,2,4,4,0
98399,Male,Loyal_Customer,31,Business,4,4,4,4,4,4,3,4,4,1
24267,Male,Loyal_Customer,56,Eco,2,3,2,2,4,3,4,3,2,0
5550,Female,Loyal_Customer,46,Business,2,4,4,5,5,5,4,5,4,1
4852,Female,Loyal_Customer,8,Business,4,3,4,4,3,4,3,4,4,0
125537,Male,Loyal_Customer,55,Business,4,4,5,5,5,5,5,5,3,1
53038,Female,Loyal_Customer,39,Business,4,4,4,1,2,1,1,1,3,0
6051,Male,Loyal_Customer,57,Eco,5,4,1,5,5,5,4,4,5,0
53118,Female,Loyal_Customer,45,Business,3,3,5,4,4,4,1,4,4,1
56482,Male,Loyal_Customer,41,Eco,2,3,3,4,4,3,3,2,3,0
255,Male,Loyal_Customer,26,Business,3,3,3,3,5,5,3,4,3,1
60586,Female,Loyal_Customer,61,Business,5,3,3,3,4,3,2,3,2,0
58572,Male,Loyal_Customer,45,Business,5,4,5,4,4,4,4,4,3,1
106555,Male,Loyal_Customer,32,Eco_Plus,4,4,4,4,3,4,3,1,4,1
3572,Male,Loyal_Customer,44,Eco,4,1,4,4,5,5,4,3,4,0
59910,Male,Loyal_Customer,54,Business,5,5,4,5,5,5,5,5,3,1
61318,Female,disloyal_Customer,38,Business,1,4,5,1,3,5,4,5,1,1
5321,Male,Loyal_Customer,58,Eco_Plus,5,4,5,5,4,3,2,3,5,0
126956,Female,Loyal_Customer,55,Business,2,5,5,5,5,5,3,5,4,1
5214,Male,Loyal_Customer,63,Business,4,5,4,4,5,4,5,4,5,1
48127,Male,Loyal_Customer,57,Business,5,5,1,4,4,4,1,4,4,1
127301,Male,Loyal_Customer,60,Business,3,5,4,2,2,2,5,2,5,1
11543,Male,Loyal_Customer,48,Business,5,5,5,5,5,5,3,5,4,1
60153,Female,Loyal_Customer,28,Eco,3,2,4,3,5,3,2,2,3,0
80510,Male,Loyal_Customer,49,Eco,2,2,2,2,5,2,1,2,2,0
94176,Female,Loyal_Customer,55,Business,5,4,4,5,5,5,5,5,4,1
100794,Female,Loyal_Customer,23,Business,5,5,5,5,3,4,5,5,5,1
96217,Female,Loyal_Customer,43,Business,3,5,4,4,4,4,3,4,4,1
11550,Male,Loyal_Customer,53,Business,2,5,5,5,5,5,5,5,3,1
103758,Male,Loyal_Customer,44,Business,4,2,2,5,5,5,1,5,4,1
15003,Female,Loyal_Customer,22,Eco,4,1,4,4,3,3,2,4,4,0
67198,Male,Loyal_Customer,33,Eco,1,3,1,1,4,5,5,5,1,0
12861,Female,Loyal_Customer,47,Eco_Plus,3,2,3,4,4,4,1,4,4,1
31815,Female,Loyal_Customer,49,Business,4,4,4,2,2,3,4,4,4,0
102059,Female,Loyal_Customer,49,Business,4,4,5,4,2,4,3,4,4,0
125963,Female,disloyal_Customer,22,Business,3,5,3,3,3,5,4,4,3,1
73670,Female,Loyal_Customer,23,Business,1,1,1,1,5,3,4,3,1,0
64750,Female,disloyal_Customer,23,Eco,5,2,5,5,1,4,3,3,5,0
92200,Female,Loyal_Customer,25,Business,3,3,3,3,2,3,2,3,3,0
127773,Male,Loyal_Customer,45,Eco_Plus,5,1,2,5,2,4,1,3,5,0
58725,Male,Loyal_Customer,41,Business,2,5,4,5,5,5,3,5,5,1
39352,Male,Loyal_Customer,35,Business,3,5,4,5,4,3,5,5,4,1
49288,Female,Loyal_Customer,40,Eco,5,5,5,5,5,2,3,5,5,1
115961,Female,Loyal_Customer,48,Eco,3,4,4,1,2,3,3,1,2,0
8110,Male,Loyal_Customer,37,Business,2,4,4,1,1,1,5,1,3,1
6661,Male,Loyal_Customer,40,Business,5,5,4,5,2,5,5,5,4,0
48861,Male,disloyal_Customer,38,Eco,5,4,5,5,3,2,5,5,5,0
82269,Female,Loyal_Customer,20,Business,4,4,4,4,3,4,5,4,4,1
114195,Male,Loyal_Customer,56,Business,4,5,5,4,5,4,5,4,3,1
66746,Male,Loyal_Customer,60,Eco,1,2,1,1,5,3,4,3,1,0
119416,Female,Loyal_Customer,22,Business,2,1,2,2,3,3,1,4,2,0
59559,Male,Loyal_Customer,42,Business,5,5,5,3,3,3,3,3,3,1
40750,Male,disloyal_Customer,25,Eco,4,0,4,4,4,1,5,1,4,1
68596,Female,Loyal_Customer,51,Business,2,3,5,5,4,5,4,5,3,0
126999,Female,Loyal_Customer,31,Business,5,5,5,5,5,4,5,4,5,1
10447,Male,disloyal_Customer,20,Eco,2,1,1,2,5,5,3,5,2,0
102295,Female,disloyal_Customer,44,Business,3,3,3,3,3,5,3,4,3,0
