Employee_ID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,YearsSinceLastPromotion
737,38,0,Travel_Frequently,1391,Research_and_Development,10,1,Medical,3,Male,66,3,1,Research_Scientist,3,Married,2684,12127,0,Y,No,17,0
738,46,0,Travel_Rarely,566,Research_and_Development,7,2,Medical,4,Male,75,3,3,Manufacturing_Director,3,Divorced,10845,24208,6,Y,No,13,0
739,24,0,Travel_Rarely,1206,Research_and_Development,17,1,Medical,4,Female,41,2,2,Manufacturing_Director,3,Divorced,4377,24117,1,Y,No,15,3
740,35,1,Travel_Rarely,622,Research_and_Development,14,4,Other,3,Male,39,2,1,Laboratory_Technician,2,Divorced,3743,10074,1,Y,Yes,24,0
741,31,0,Travel_Frequently,853,Research_and_Development,1,1,Life_Sciences,3,Female,96,3,2,Manufacturing_Director,1,Married,4148,11275,1,Y,No,12,0
742,18,0,Non-Travel,287,Research_and_Development,5,2,Life_Sciences,2,Male,73,3,1,Research_Scientist,4,Single,1051,13493,1,Y,No,15,0
743,54,0,Travel_Rarely,1441,Research_and_Development,17,3,Technical_Degree,3,Female,56,3,3,Manufacturing_Director,3,Married,10739,13943,8,Y,No,11,0
744,35,0,Travel_Rarely,583,Research_and_Development,25,4,Medical,3,Female,57,3,3,Healthcare_Representative,3,Divorced,10388,6975,1,Y,Yes,11,10
745,30,0,Travel_Rarely,153,Research_and_Development,8,2,Life_Sciences,2,Female,73,4,3,Research_Director,1,Married,11416,17802,0,Y,Yes,12,1
746,20,1,Travel_Rarely,1097,Research_and_Development,11,3,Medical,4,Female,98,2,1,Research_Scientist,1,Single,2600,18275,1,Y,Yes,15,0
747,30,1,Travel_Frequently,109,Research_and_Development,5,3,Medical,2,Female,60,3,1,Laboratory_Technician,2,Single,2422,25725,0,Y,No,17,1
748,26,0,Travel_Rarely,1066,Research_and_Development,2,2,Medical,4,Male,32,4,2,Manufacturing_Director,4,Married,5472,3334,1,Y,No,12,1
749,22,0,Travel_Rarely,217,Research_and_Development,8,1,Life_Sciences,2,Male,94,1,1,Laboratory_Technician,1,Married,2451,6881,1,Y,No,15,1
750,48,0,Travel_Rarely,277,Research_and_Development,6,3,Life_Sciences,1,Male,97,2,2,Healthcare_Representative,3,Single,4240,13119,2,Y,No,13,2
751,48,0,Travel_Rarely,1355,Research_and_Development,4,4,Life_Sciences,3,Male,78,2,3,Healthcare_Representative,3,Single,10999,22245,7,Y,No,14,4
752,48,0,Travel_Rarely,1355,Research_and_Development,4,4,Life_Sciences,3,Male,78,2,3,Healthcare_Representative,3,Single,10999,22245,7,Y,No,14,4
753,48,0,Travel_Rarely,1355,Research_and_Development,4,4,Life_Sciences,3,Male,78,2,3,Healthcare_Representative,3,Single,10999,22245,7,Y,No,14,4
754,41,0,Travel_Rarely,549,Research_and_Development,7,2,Medical,4,Female,42,3,2,Manufacturing_Director,3,Single,5003,23371,6,Y,No,14,2
755,39,0,Travel_Rarely,466,Research_and_Development,1,1,Life_Sciences,4,Female,65,2,4,Manufacturing_Director,4,Married,12742,7060,1,Y,No,16,11
756,27,0,Travel_Rarely,1055,Research_and_Development,2,4,Life_Sciences,1,Female,47,3,2,Manufacturing_Director,4,Married,4227,4658,0,Y,No,18,2
757,35,0,Travel_Rarely,802,Research_and_Development,10,3,Other,2,Male,45,3,1,Laboratory_Technician,4,Divorced,3917,9541,1,Y,No,20,1
758,42,0,Travel_Rarely,265,Sales,5,2,Marketing,4,Male,90,3,5,Manager,3,Married,18303,7770,6,Y,No,13,0
759,50,0,Travel_Rarely,804,Research_and_Development,9,3,Life_Sciences,1,Male,64,3,1,Laboratory_Technician,4,Married,2380,20165,4,Y,No,18,0
760,59,0,Travel_Rarely,715,Research_and_Development,2,3,Life_Sciences,3,Female,69,2,4,Manufacturing_Director,4,Single,13726,21829,3,Y,Yes,13,4
761,37,1,Travel_Rarely,1141,Research_and_Development,11,2,Medical,1,Female,61,1,2,Healthcare_Representative,2,Married,4777,14382,5,Y,No,15,0
762,55,0,Travel_Frequently,135,Research_and_Development,18,4,Medical,3,Male,62,3,2,Healthcare_Representative,2,Married,6385,12992,3,Y,Yes,14,6
763,41,0,Non-Travel,247,Research_and_Development,7,1,Life_Sciences,2,Female,55,1,5,Research_Director,3,Divorced,19973,20284,1,Y,No,22,5
764,38,0,Travel_Rarely,1035,Sales,3,4,Life_Sciences,2,Male,42,3,2,Sales_Executive,4,Single,6861,4981,8,Y,Yes,12,0
765,26,1,Non-Travel,265,Sales,29,2,Medical,2,Male,79,1,2,Sales_Executive,1,Single,4969,21813,8,Y,No,18,2
766,52,1,Travel_Rarely,266,Sales,2,1,Marketing,1,Female,57,1,5,Manager,4,Married,19845,25846,1,Y,No,15,6
767,44,0,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,53,4,4,Sales_Executive,4,Married,13320,11737,3,Y,Yes,18,11
768,50,0,Non-Travel,145,Sales,1,3,Life_Sciences,4,Female,95,3,2,Sales_Executive,3,Married,6347,24920,0,Y,No,12,0
769,36,1,Travel_Rarely,885,Research_and_Development,16,4,Life_Sciences,3,Female,43,4,1,Laboratory_Technician,1,Single,2743,8269,1,Y,No,16,15
770,39,0,Travel_Frequently,945,Research_and_Development,22,3,Medical,4,Female,82,3,3,Manufacturing_Director,1,Single,10880,5083,1,Y,Yes,13,2
771,33,0,Non-Travel,1038,Sales,8,1,Life_Sciences,2,Female,88,2,1,Sales_Representative,4,Single,2342,21437,0,Y,No,19,2
772,45,0,Travel_Rarely,1234,Sales,11,2,Life_Sciences,4,Female,90,3,4,Manager,4,Married,17650,5404,3,Y,No,13,1
773,32,0,Non-Travel,1109,Research_and_Development,29,4,Medical,4,Female,69,3,1,Laboratory_Technician,3,Single,4025,11135,9,Y,No,12,7
774,34,0,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,75,4,2,Sales_Executive,4,Divorced,9725,12278,0,Y,No,11,0
775,59,0,Travel_Rarely,1089,Sales,1,2,Technical_Degree,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Y,Yes,14,0
776,45,0,Travel_Rarely,788,Human_Resources,24,4,Medical,2,Male,36,3,1,Human_Resources,2,Single,2177,8318,1,Y,No,16,0
777,53,0,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,38,2,3,Sales_Executive,2,Married,7525,23537,2,Y,No,12,6
778,36,1,Travel_Rarely,660,Research_and_Development,15,3,Other,1,Male,81,3,2,Laboratory_Technician,3,Divorced,4834,7858,7,Y,No,14,0
779,26,1,Travel_Frequently,342,Research_and_Development,2,3,Life_Sciences,1,Male,57,3,1,Research_Scientist,1,Married,2042,15346,6,Y,Yes,14,1
780,34,0,Travel_Rarely,1333,Sales,10,4,Life_Sciences,3,Female,87,3,1,Sales_Representative,3,Married,2220,18410,1,Y,Yes,19,0
781,28,0,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales_Representative,2,Married,1052,23384,1,Y,No,22,0
782,38,0,Travel_Frequently,1186,Research_and_Development,3,4,Other,3,Male,44,3,1,Research_Scientist,3,Married,2821,2997,3,Y,No,16,2
783,50,0,Travel_Rarely,1464,Research_and_Development,2,4,Medical,2,Male,62,3,5,Research_Director,3,Married,19237,12853,2,Y,Yes,11,7
784,37,0,Travel_Rarely,124,Research_and_Development,3,3,Other,4,Female,35,3,2,Healthcare_Representative,2,Single,4107,13848,3,Y,No,15,0
785,40,0,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,3,2,Sales_Executive,1,Married,8396,22217,1,Y,No,14,7
786,26,0,Travel_Frequently,921,Research_and_Development,1,1,Medical,1,Female,66,2,1,Research_Scientist,3,Divorced,2007,25265,1,Y,No,13,1
787,46,0,Travel_Rarely,430,Research_and_Development,1,4,Medical,4,Male,40,3,5,Research_Director,4,Divorced,19627,21445,9,Y,No,17,2
788,54,0,Travel_Rarely,1082,Sales,2,4,Life_Sciences,3,Female,41,2,3,Sales_Executive,3,Married,10686,8392,6,Y,No,11,7
789,56,0,Travel_Frequently,1240,Research_and_Development,9,3,Medical,1,Female,63,3,1,Research_Scientist,3,Married,2942,12154,2,Y,No,19,0
790,36,0,Travel_Rarely,796,Research_and_Development,12,5,Medical,4,Female,51,2,3,Manufacturing_Director,4,Single,8858,15669,0,Y,No,11,7
791,36,0,Travel_Rarely,796,Research_and_Development,12,5,Medical,4,Female,51,2,3,Manufacturing_Director,4,Single,8858,15669,0,Y,No,11,7
792,55,0,Non-Travel,444,Research_and_Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756,17323,7,Y,No,15,6
793,43,0,Travel_Rarely,415,Sales,25,3,Medical,3,Male,79,2,3,Sales_Executive,4,Divorced,10798,5268,5,Y,No,13,0
794,20,1,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,54,3,1,Sales_Representative,4,Single,2323,17205,1,Y,Yes,14,0
795,21,1,Travel_Rarely,1334,Research_and_Development,10,3,Life_Sciences,3,Female,36,2,1,Laboratory_Technician,1,Single,1416,17258,1,Y,No,13,1
796,46,0,Travel_Rarely,1003,Research_and_Development,8,4,Life_Sciences,4,Female,74,2,2,Research_Scientist,1,Divorced,4615,21029,8,Y,Yes,23,1
797,51,1,Travel_Rarely,1323,Research_and_Development,4,4,Life_Sciences,1,Male,34,3,1,Research_Scientist,3,Married,2461,10332,9,Y,Yes,12,2
798,28,1,Non-Travel,1366,Research_and_Development,24,2,Technical_Degree,2,Male,72,2,3,Healthcare_Representative,1,Single,8722,12355,1,Y,No,12,1
799,26,0,Travel_Rarely,192,Research_and_Development,1,2,Medical,1,Male,59,2,1,Laboratory_Technician,1,Married,3955,11141,1,Y,No,16,1
800,30,0,Travel_Rarely,1176,Research_and_Development,20,3,Other,3,Male,85,3,2,Manufacturing_Director,1,Married,9957,9096,0,Y,No,15,0
801,41,0,Travel_Rarely,509,Research_and_Development,7,2,Technical_Degree,2,Female,43,4,1,Research_Scientist,3,Married,3376,18863,1,Y,No,13,0
802,38,0,Travel_Rarely,330,Research_and_Development,17,1,Life_Sciences,3,Female,65,2,3,Healthcare_Representative,3,Married,8823,24608,0,Y,No,18,1
803,40,0,Travel_Rarely,1492,Research_and_Development,20,4,Technical_Degree,1,Male,61,3,3,Healthcare_Representative,4,Married,10322,26542,4,Y,No,20,11
804,27,0,Non-Travel,1277,Research_and_Development,8,5,Life_Sciences,1,Male,87,1,1,Laboratory_Technician,3,Married,4621,5869,1,Y,No,19,1
805,55,0,Travel_Frequently,1091,Research_and_Development,2,1,Life_Sciences,4,Male,65,3,3,Manufacturing_Director,2,Married,10976,15813,3,Y,No,18,1
806,28,0,Travel_Rarely,857,Research_and_Development,10,3,Other,3,Female,59,3,2,Research_Scientist,3,Single,3660,7909,3,Y,No,13,1
807,44,1,Travel_Rarely,1376,Human_Resources,1,2,Medical,2,Male,91,2,3,Human_Resources,1,Married,10482,2326,9,Y,No,14,3
808,33,0,Travel_Rarely,654,Research_and_Development,5,3,Life_Sciences,4,Male,34,2,3,Healthcare_Representative,4,Divorced,7119,21214,4,Y,No,15,1
809,35,1,Travel_Rarely,1204,Sales,4,3,Technical_Degree,4,Male,86,3,3,Sales_Executive,1,Single,9582,10333,0,Y,Yes,22,4
810,33,1,Travel_Frequently,827,Research_and_Development,29,4,Medical,1,Female,54,2,2,Research_Scientist,3,Single,4508,3129,1,Y,No,22,3
811,28,0,Travel_Rarely,895,Research_and_Development,15,2,Life_Sciences,1,Male,50,3,1,Laboratory_Technician,3,Divorced,2207,22482,1,Y,No,16,2
812,34,0,Travel_Frequently,618,Research_and_Development,3,1,Life_Sciences,1,Male,45,3,2,Healthcare_Representative,4,Single,7756,22266,0,Y,No,17,0
813,37,0,Travel_Rarely,309,Sales,10,4,Life_Sciences,4,Female,88,2,2,Sales_Executive,4,Divorced,6694,24223,2,Y,Yes,14,0
814,37,0,Travel_Rarely,309,Sales,10,4,Life_Sciences,4,Female,88,2,2,Sales_Executive,4,Divorced,6694,24223,2,Y,Yes,14,0
815,25,1,Travel_Rarely,1219,Research_and_Development,4,1,Technical_Degree,4,Male,32,3,1,Laboratory_Technician,4,Married,3691,4605,1,Y,Yes,15,5
816,25,1,Travel_Rarely,1219,Research_and_Development,4,1,Technical_Degree,4,Male,32,3,1,Laboratory_Technician,4,Married,3691,4605,1,Y,Yes,15,5
817,26,1,Travel_Rarely,1330,Research_and_Development,21,3,Medical,1,Male,37,3,1,Laboratory_Technician,3,Divorced,2377,19373,1,Y,No,20,0
818,33,1,Travel_Rarely,1017,Research_and_Development,25,3,Medical,1,Male,55,2,1,Research_Scientist,2,Single,2313,2993,4,Y,Yes,20,2
819,42,0,Travel_Rarely,469,Research_and_Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,17665,14399,0,Y,No,17,13
820,28,1,Travel_Frequently,1009,Research_and_Development,1,3,Medical,1,Male,45,2,1,Laboratory_Technician,2,Divorced,2596,7160,1,Y,No,15,0
821,50,1,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales_Executive,3,Single,4728,17251,3,Y,Yes,14,0
822,33,0,Travel_Frequently,970,Sales,7,3,Life_Sciences,4,Female,30,3,2,Sales_Executive,2,Married,4302,13401,0,Y,No,17,0
823,34,0,Non-Travel,697,Research_and_Development,3,4,Life_Sciences,3,Male,40,2,1,Research_Scientist,4,Married,2979,22478,3,Y,No,17,0
824,48,0,Non-Travel,1262,Research_and_Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,16885,16154,2,Y,No,22,2
825,45,0,Non-Travel,1050,Sales,9,4,Life_Sciences,2,Female,65,2,2,Sales_Executive,3,Married,5593,17970,1,Y,No,13,4
826,52,0,Travel_Rarely,994,Research_and_Development,7,4,Life_Sciences,2,Male,87,3,3,Healthcare_Representative,2,Single,10445,15322,7,Y,No,19,4
827,52,0,Travel_Rarely,994,Research_and_Development,7,4,Life_Sciences,2,Male,87,3,3,Healthcare_Representative,2,Single,10445,15322,7,Y,No,19,4
828,38,0,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales_Executive,3,Divorced,8740,5569,0,Y,Yes,14,2
829,29,0,Travel_Rarely,1107,Research_and_Development,28,4,Life_Sciences,3,Female,93,3,1,Research_Scientist,4,Divorced,2514,26968,4,Y,No,22,1
830,28,0,Travel_Rarely,950,Research_and_Development,3,3,Medical,4,Female,93,3,3,Manufacturing_Director,2,Divorced,7655,8039,0,Y,No,17,1
831,46,0,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465,15596,3,Y,No,12,4
832,38,0,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales_Executive,2,Single,7351,20619,7,Y,No,16,0
833,43,0,Travel_Frequently,1082,Research_and_Development,27,3,Life_Sciences,3,Female,83,3,3,Manufacturing_Director,1,Married,10820,11535,8,Y,No,11,0
834,39,1,Travel_Frequently,203,Research_and_Development,2,3,Life_Sciences,1,Male,84,3,4,Healthcare_Representative,4,Divorced,12169,13547,7,Y,No,11,11
835,40,0,Travel_Rarely,1308,Research_and_Development,14,3,Medical,3,Male,44,2,5,Research_Director,3,Single,19626,17544,1,Y,No,14,4
836,21,0,Travel_Rarely,984,Research_and_Development,1,1,Technical_Degree,4,Female,70,2,1,Research_Scientist,2,Single,2070,25326,1,Y,Yes,11,2
837,39,0,Non-Travel,439,Research_and_Development,9,3,Life_Sciences,3,Male,70,3,2,Laboratory_Technician,2,Single,6782,8770,9,Y,No,15,0
838,36,0,Non-Travel,217,Research_and_Development,18,4,Life_Sciences,1,Male,78,3,2,Manufacturing_Director,4,Single,7779,23238,2,Y,No,20,0
839,31,0,Travel_Frequently,793,Sales,20,3,Life_Sciences,3,Male,67,4,1,Sales_Representative,4,Married,2791,21981,0,Y,No,12,2
840,28,0,Travel_Rarely,1451,Research_and_Development,2,1,Life_Sciences,1,Male,67,2,1,Research_Scientist,2,Married,3201,19911,0,Y,No,17,0
841,35,0,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales_Executive,4,Divorced,4968,18500,1,Y,No,11,0
842,49,0,Travel_Rarely,174,Sales,8,4,Technical_Degree,4,Male,56,2,4,Sales_Executive,2,Married,13120,11879,6,Y,No,17,2
843,34,0,Travel_Frequently,1003,Research_and_Development,2,2,Life_Sciences,4,Male,95,3,2,Manufacturing_Director,3,Single,4033,15834,2,Y,No,11,0
844,29,0,Travel_Frequently,490,Research_and_Development,10,3,Life_Sciences,4,Female,61,3,1,Research_Scientist,2,Divorced,3291,17940,0,Y,No,14,1
845,42,0,Travel_Rarely,188,Research_and_Development,29,3,Medical,2,Male,56,1,2,Laboratory_Technician,4,Single,4272,9558,4,Y,No,19,0
846,29,0,Travel_Rarely,718,Research_and_Development,8,1,Medical,2,Male,79,2,2,Manufacturing_Director,4,Married,5056,17689,1,Y,Yes,15,1
847,38,0,Travel_Rarely,433,Human_Resources,1,3,Human_Resources,3,Male,37,4,1,Human_Resources,3,Married,2844,6004,1,Y,No,13,5
848,28,0,Travel_Frequently,773,Research_and_Development,6,3,Life_Sciences,3,Male,39,2,1,Research_Scientist,3,Divorced,2703,22088,1,Y,Yes,14,0
849,18,1,Non-Travel,247,Research_and_Development,8,1,Medical,3,Male,80,3,1,Laboratory_Technician,3,Single,1904,13556,1,Y,No,12,0
850,33,1,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales_Executive,1,Single,8224,18385,0,Y,Yes,17,0
851,41,0,Travel_Rarely,167,Research_and_Development,12,4,Life_Sciences,2,Male,46,3,1,Laboratory_Technician,4,Married,4766,9051,3,Y,Yes,11,0
852,31,1,Travel_Frequently,874,Research_and_Development,15,3,Medical,3,Male,72,3,1,Laboratory_Technician,3,Married,2610,6233,1,Y,No,12,2
853,37,0,Travel_Rarely,367,Research_and_Development,25,2,Medical,3,Female,52,2,2,Healthcare_Representative,4,Divorced,5731,17171,7,Y,No,13,1
854,27,0,Travel_Rarely,199,Research_and_Development,6,3,Life_Sciences,4,Male,55,2,1,Research_Scientist,3,Married,2539,7950,1,Y,No,13,2
855,34,0,Travel_Rarely,1400,Sales,9,1,Life_Sciences,2,Female,70,3,2,Sales_Executive,3,Married,5714,5829,1,Y,No,20,1
856,35,0,Travel_Rarely,528,Human_Resources,8,4,Technical_Degree,3,Male,100,3,1,Human_Resources,3,Single,4323,7108,1,Y,No,17,1
857,29,1,Travel_Rarely,408,Sales,23,1,Life_Sciences,4,Female,45,2,3,Sales_Executive,1,Married,7336,11162,1,Y,No,13,3
858,40,0,Travel_Frequently,593,Research_and_Development,9,4,Medical,2,Female,88,3,3,Research_Director,3,Single,13499,13782,9,Y,No,17,2
859,42,1,Travel_Frequently,481,Sales,12,3,Life_Sciences,3,Male,44,3,4,Sales_Executive,1,Single,13758,2447,0,Y,Yes,12,13
860,42,0,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales_Executive,1,Single,5155,2253,7,Y,No,13,1
861,35,0,Travel_Rarely,982,Research_and_Development,1,4,Medical,4,Male,58,2,1,Laboratory_Technician,3,Married,2258,16340,6,Y,No,12,1
862,24,0,Travel_Rarely,477,Research_and_Development,24,3,Medical,4,Male,49,3,1,Laboratory_Technician,2,Single,3597,6409,8,Y,No,22,1
863,28,1,Travel_Rarely,1485,Research_and_Development,12,1,Life_Sciences,3,Female,79,3,1,Laboratory_Technician,4,Married,2515,22955,1,Y,Yes,11,0
864,26,0,Travel_Rarely,1384,Research_and_Development,3,4,Medical,1,Male,82,4,1,Laboratory_Technician,4,Married,4420,13421,1,Y,No,22,0
865,30,0,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales_Executive,3,Married,6578,2706,1,Y,No,18,1
866,40,0,Travel_Frequently,902,Research_and_Development,26,2,Medical,3,Female,92,2,2,Research_Scientist,4,Married,4422,21203,3,Y,Yes,13,0
867,35,0,Travel_Rarely,819,Research_and_Development,2,3,Life_Sciences,3,Male,44,2,3,Manufacturing_Director,2,Divorced,10274,19588,2,Y,No,18,6
868,34,0,Travel_Frequently,669,Research_and_Development,1,3,Medical,4,Male,97,2,2,Healthcare_Representative,1,Single,5343,25755,0,Y,No,20,4
869,35,0,Travel_Frequently,636,Research_and_Development,4,4,Other,4,Male,47,2,1,Laboratory_Technician,4,Married,2376,26537,1,Y,No,13,2
870,43,1,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales_Executive,3,Single,5346,9489,8,Y,No,13,1
871,32,0,Non-Travel,862,Sales,2,1,Life_Sciences,3,Female,76,3,1,Sales_Representative,1,Divorced,2827,14947,1,Y,No,12,0
872,56,0,Travel_Rarely,718,Research_and_Development,4,4,Technical_Degree,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,Y,No,13,4
873,29,0,Travel_Rarely,1401,Research_and_Development,6,1,Medical,2,Female,54,3,1,Laboratory_Technician,4,Married,3131,26342,1,Y,No,13,0
874,19,0,Travel_Rarely,645,Research_and_Development,9,2,Life_Sciences,3,Male,54,3,1,Research_Scientist,1,Single,2552,7172,1,Y,No,25,0
875,45,0,Travel_Rarely,1457,Research_and_Development,7,3,Medical,1,Female,83,3,1,Research_Scientist,3,Married,4477,20100,4,Y,Yes,19,0
876,37,0,Travel_Rarely,977,Research_and_Development,1,3,Life_Sciences,4,Female,56,2,2,Manufacturing_Director,4,Married,6474,9961,1,Y,No,13,3
877,20,0,Travel_Rarely,805,Research_and_Development,3,3,Life_Sciences,1,Male,87,2,1,Laboratory_Technician,3,Single,3033,12828,1,Y,No,12,1
878,44,1,Travel_Rarely,1097,Research_and_Development,10,4,Life_Sciences,3,Male,96,3,1,Research_Scientist,3,Single,2936,10826,1,Y,Yes,11,0
879,53,0,Travel_Rarely,1223,Research_and_Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,Y,No,18,4
880,29,0,Travel_Rarely,942,Research_and_Development,15,1,Life_Sciences,2,Female,69,1,1,Research_Scientist,4,Married,2168,26933,0,Y,Yes,18,1
881,29,0,Travel_Rarely,942,Research_and_Development,15,1,Life_Sciences,2,Female,69,1,1,Research_Scientist,4,Married,2168,26933,0,Y,Yes,18,1
882,29,0,Travel_Rarely,942,Research_and_Development,15,1,Life_Sciences,2,Female,69,1,1,Research_Scientist,4,Married,2168,26933,0,Y,Yes,18,1
883,22,1,Travel_Frequently,1256,Research_and_Development,3,4,Life_Sciences,3,Male,48,2,1,Research_Scientist,4,Married,2853,4223,0,Y,Yes,11,0
884,46,0,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,17048,24097,8,Y,No,23,15
885,44,0,Non-Travel,111,Research_and_Development,17,3,Life_Sciences,4,Male,74,1,1,Research_Scientist,3,Single,2290,4279,2,Y,No,13,0
886,33,0,Travel_Rarely,147,Human_Resources,2,3,Human_Resources,2,Male,99,3,1,Human_Resources,3,Married,3600,8429,1,Y,No,13,1
887,41,1,Non-Travel,906,Research_and_Development,5,2,Life_Sciences,1,Male,95,2,1,Research_Scientist,1,Divorced,2107,20293,6,Y,No,17,0
888,30,0,Travel_Rarely,1329,Sales,29,4,Life_Sciences,3,Male,61,3,2,Sales_Executive,1,Divorced,4115,13192,8,Y,No,19,0
889,40,0,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,62,3,2,Sales_Executive,2,Married,4327,25440,5,Y,No,12,0
890,50,0,Travel_Frequently,1421,Research_and_Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,17856,9490,2,Y,No,22,2
891,28,0,Travel_Rarely,1179,Research_and_Development,19,4,Medical,4,Male,78,2,1,Laboratory_Technician,1,Married,3196,12449,1,Y,No,12,3
892,46,0,Travel_Rarely,1450,Research_and_Development,15,2,Life_Sciences,4,Male,52,3,5,Research_Director,2,Married,19081,10849,5,Y,No,11,0
893,35,0,Travel_Rarely,1361,Sales,17,4,Life_Sciences,3,Male,94,3,2,Sales_Executive,1,Married,8966,21026,3,Y,Yes,15,1
894,24,1,Travel_Rarely,984,Research_and_Development,17,2,Life_Sciences,4,Female,97,3,1,Laboratory_Technician,2,Married,2210,3372,1,Y,No,13,0
895,33,0,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,82,3,2,Sales_Executive,3,Married,4539,4905,1,Y,No,12,0
896,36,0,Travel_Rarely,917,Research_and_Development,6,4,Life_Sciences,3,Male,60,1,1,Laboratory_Technician,3,Divorced,2741,6865,1,Y,No,14,1
897,30,0,Travel_Rarely,853,Research_and_Development,7,4,Life_Sciences,3,Male,49,3,2,Laboratory_Technician,3,Divorced,3491,11309,1,Y,No,13,8
898,44,0,Travel_Rarely,200,Research_and_Development,29,4,Other,4,Male,32,3,2,Research_Scientist,4,Single,4541,7744,1,Y,No,25,13
899,20,0,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,43,4,1,Sales_Representative,4,Single,2678,5050,1,Y,No,17,2
900,46,0,Travel_Rarely,150,Research_and_Development,2,4,Technical_Degree,4,Male,60,3,2,Manufacturing_Director,4,Divorced,7379,17433,2,Y,No,11,1
901,42,0,Non-Travel,179,Human_Resources,2,5,Medical,4,Male,79,4,2,Human_Resources,1,Married,6272,12858,7,Y,No,16,0
902,60,0,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,52,4,2,Sales_Executive,4,Divorced,5220,10893,0,Y,Yes,18,1
903,32,0,Travel_Frequently,116,Research_and_Development,13,3,Other,3,Female,77,2,1,Laboratory_Technician,2,Married,2743,7331,1,Y,No,20,2
904,32,0,Travel_Frequently,1316,Research_and_Development,2,2,Life_Sciences,4,Female,38,3,2,Research_Scientist,3,Single,4998,2338,4,Y,Yes,14,0
905,36,0,Travel_Rarely,363,Research_and_Development,1,3,Technical_Degree,3,Female,77,1,3,Manufacturing_Director,1,Divorced,10252,4235,2,Y,Yes,21,7
906,33,0,Travel_Rarely,117,Research_and_Development,9,3,Medical,1,Male,60,3,1,Research_Scientist,4,Married,2781,6311,0,Y,No,13,4
907,40,0,Travel_Rarely,107,Sales,10,3,Technical_Degree,2,Female,84,2,2,Sales_Executive,2,Divorced,6852,11591,7,Y,No,12,1
908,25,0,Travel_Rarely,1356,Sales,10,4,Life_Sciences,3,Male,57,3,2,Sales_Executive,4,Single,4950,20623,0,Y,No,14,1
909,30,0,Travel_Rarely,1465,Research_and_Development,1,3,Medical,4,Male,63,3,1,Research_Scientist,2,Married,3579,9369,0,Y,Yes,21,5
910,42,0,Travel_Frequently,458,Research_and_Development,26,5,Medical,1,Female,60,3,3,Research_Director,1,Married,13191,23281,3,Y,Yes,17,0
911,35,0,Non-Travel,1212,Sales,8,2,Marketing,3,Female,78,2,3,Sales_Executive,4,Married,10377,13755,4,Y,Yes,11,4
912,27,0,Travel_Rarely,1103,Research_and_Development,14,3,Life_Sciences,1,Male,42,3,1,Research_Scientist,1,Married,2235,14377,1,Y,Yes,14,6
913,54,0,Travel_Frequently,966,Research_and_Development,1,4,Life_Sciences,4,Female,53,3,3,Manufacturing_Director,3,Divorced,10502,9659,7,Y,No,17,1
914,44,0,Travel_Rarely,1117,Research_and_Development,2,1,Life_Sciences,1,Female,72,4,1,Research_Scientist,4,Married,2011,19982,1,Y,No,13,7
915,19,1,Non-Travel,504,Research_and_Development,10,3,Medical,1,Female,96,2,1,Research_Scientist,2,Single,1859,6148,1,Y,Yes,25,0
916,29,0,Travel_Rarely,1010,Research_and_Development,1,3,Life_Sciences,1,Female,97,3,1,Research_Scientist,4,Divorced,3760,5598,1,Y,No,15,1
