Transaction_ID,Configuration,Screen_Size,Battery_Life,RAM,Processor_Speeds,Integrated_Wireless,HD_Size,Bundled_Applications,Retail_Price
18256,367,15,6,2,2,No,300,Yes,625
114180,639,17,5,2,1.5,No,300,Yes,620
51296,470,17,4,1,2.4,Yes,120,No,530
266321,557,17,4,4,2,No,120,Yes,685
125504,67,15,4,2,2,Yes,80,Yes,415
175103,686,17,5,4,1.5,No,120,No,630
55112,61,15,4,2,1.5,No,120,Yes,287
19868,212,15,5,2,2,Yes,80,No,
246860,345,15,6,2,1.5,No,40,Yes,400
178260,791,17,6,2,2,Yes,300,Yes,735
144461,479,17,4,1,2.4,No,300,Yes,605
281663,63,15,4,2,1.5,No,300,Yes,410
260172,263,15,5,4,2,Yes,300,Yes,685
94930,412,15,6,4,2,No,80,No,615
284768,122,15,4,4,2,No,40,No,475
116288,130,15,4,4,2.4,Yes,40,No,520
144278,93,15,4,2,2.4,No,120,Yes,480
287050,310,15,6,1,2,Yes,120,No,315
190380,599,17,5,1,2,Yes,300,Yes,615
244027,123,15,4,4,2,No,80,Yes,565
94744,617,17,5,1,2.4,No,40,Yes,515
66514,236,15,5,2,2.4,No,80,No,460
91606,322,15,6,1,2.4,Yes,40,No,465
25515,316,15,6,1,2,No,80,No,450
263511,589,17,5,1,1.5,No,120,Yes,350
281522,546,17,4,4,2,Yes,40,No,595
167156,58,15,4,2,1.5,No,40,No,189
177326,348,15,6,2,1.5,No,80,No,287
237011,650,17,5,2,2,No,40,No,445
83441,763,17,6,1,2.4,No,80,Yes,635
164629,324,15,6,1,2.4,Yes,80,No,495
21901,169,15,5,1,2,No,40,Yes,
265553,732,17,6,1,1.5,No,80,No,510
54555,70,15,4,2,2,Yes,120,No,405
99873,263,15,5,4,2,Yes,300,Yes,685
74880,796,17,6,2,2,No,80,No,605
252126,310,15,6,1,2,Yes,120,No,450
51758,812,17,6,2,2.4,No,80,No,640
160042,605,17,5,1,2,No,120,Yes,540
19766,221,15,5,2,2,No,120,Yes,
158001,460,17,4,1,2,No,80,No,450
103399,37,15,4,1,2.4,Yes,120,Yes,475
251487,266,15,5,4,2,No,40,No,495
143777,272,15,5,4,2,No,300,No,615
280872,100,15,4,4,1.5,Yes,80,No,510
113634,87,15,4,2,2.4,Yes,300,Yes,570
256408,233,15,5,2,2.4,No,40,Yes,410
227034,201,15,5,2,1.5,No,40,Yes,320
140825,331,15,6,1,2.4,No,80,Yes,530
106049,447,17,4,1,1.5,No,300,Yes,560
193527,589,17,5,1,1.5,No,120,Yes,510
133401,683,17,5,4,1.5,No,80,Yes,660
238973,779,17,6,2,1.5,No,80,Yes,590
4604,145,15,5,1,1.5,Yes,40,Yes,390
153385,722,17,6,1,1.5,Yes,40,No,505
105372,249,15,5,4,1.5,No,40,Yes,520
43824,598,17,5,1,2,Yes,120,No,525
52256,169,15,5,1,2,No,40,Yes,370
164640,483,17,4,2,1.5,Yes,80,Yes,371
40491,715,17,5,4,2.4,No,80,Yes,710
262222,144,15,4,4,2.4,No,300,No,620
233978,668,17,5,2,2.4,No,80,No,510
32258,167,15,5,1,2,Yes,300,Yes,515
110349,133,15,4,4,2.4,Yes,120,Yes,630
124355,585,17,5,1,1.5,No,40,Yes,460
216760,465,17,4,1,2.4,Yes,40,Yes,495
234705,408,15,6,4,2,Yes,300,No,715
156641,237,15,5,2,2.4,No,120,Yes,350
93833,523,17,4,2,2.4,No,80,Yes,580
179645,88,15,4,2,2.4,Yes,300,No,510
97473,221,15,5,2,2,No,120,Yes,445
261670,493,17,4,2,1.5,No,120,Yes,350
121866,691,17,5,4,2,Yes,80,Yes,705
286832,540,17,4,4,1.5,No,80,No,413
113194,780,17,6,2,1.5,No,80,No,570
277438,141,15,4,4,2.4,No,120,Yes,427
61771,131,15,4,4,2.4,Yes,80,Yes,610
247802,577,17,5,1,1.5,Yes,40,Yes,465
193705,832,17,6,4,1.5,No,300,No,770
193488,593,17,5,1,2,Yes,40,Yes,495
227459,479,17,4,1,2.4,No,300,Yes,595
177597,447,17,4,1,1.5,No,300,Yes,555
83778,804,17,6,2,2.4,Yes,80,No,650
73831,165,15,5,1,2,Yes,120,Yes,445
140220,769,17,6,2,1.5,Yes,40,Yes,600
194675,214,15,5,2,2,Yes,120,No,385
203296,268,15,5,4,2,No,80,No,535
95222,239,15,5,2,2.4,No,300,Yes,580
160362,325,15,6,1,2.4,Yes,120,Yes,565
133317,105,15,4,4,1.5,No,40,Yes,500
239544,669,17,5,2,2.4,No,120,Yes,580
243760,393,15,6,4,1.5,No,40,Yes,600
94355,469,17,4,1,2.4,Yes,120,Yes,575
297498,650,17,5,2,2,No,40,No,435
291573,359,15,6,2,2,Yes,300,Yes,
134904,132,15,4,4,2.4,Yes,80,No,560
28647,209,15,5,2,2,Yes,40,Yes,435
54455,612,17,5,1,2.4,Yes,80,No,530
250237,227,15,5,2,2.4,Yes,80,Yes,470
159287,142,15,4,4,2.4,No,120,No,560
69196,585,17,5,1,1.5,No,40,Yes,470
138570,181,15,5,1,2.4,Yes,120,Yes,490
296919,465,17,4,1,2.4,Yes,40,Yes,490
39267,410,15,6,4,2,No,40,No,
236189,71,15,4,2,2,Yes,300,Yes,465
1991,296,15,6,1,1.5,Yes,300,No,540
137885,358,15,6,2,2,Yes,120,No,485
112163,809,17,6,2,2.4,No,40,Yes,630
53691,318,15,6,1,2,No,120,No,460
141408,482,17,4,2,1.5,Yes,40,No,450
210279,779,17,6,2,1.5,No,80,Yes,600
20762,65,15,4,2,2,Yes,40,Yes,
282429,484,17,4,2,1.5,Yes,80,No,315
241750,830,17,6,4,1.5,No,120,No,710
71757,838,17,6,4,2,Yes,120,No,755
165156,612,17,5,1,2.4,Yes,80,No,515
272619,754,17,6,1,2.4,Yes,40,No,540
157696,640,17,5,2,1.5,No,300,No,560
84650,135,15,4,4,2.4,Yes,300,Yes,690
159970,146,15,5,1,1.5,Yes,40,No,210
87785,398,15,6,4,1.5,No,120,No,610
192794,534,17,4,4,1.5,Yes,120,No,630
118151,679,17,5,4,1.5,Yes,300,Yes,760
43735,270,15,5,4,2,No,120,No,555
268176,599,17,5,1,2,Yes,300,Yes,605
282826,320,15,6,1,2,No,300,No,490
50337,637,17,5,2,1.5,No,120,Yes,580
250573,440,17,4,1,1.5,Yes,300,No,510
69638,584,17,5,1,1.5,Yes,300,No,560
162014,299,15,6,1,1.5,No,80,Yes,315
202804,520,17,4,2,2.4,Yes,300,No,600
218398,380,15,6,2,2.4,No,80,No,490
204941,598,17,5,1,2,Yes,120,No,505
193879,269,15,5,4,2,No,120,Yes,605
141095,750,17,6,1,2,No,120,No,575
208721,463,17,4,1,2,No,300,Yes,575
237553,629,17,5,2,1.5,Yes,120,Yes,550
105532,103,15,4,4,1.5,Yes,300,Yes,640
161215,250,15,5,4,1.5,No,40,No,329
163496,745,17,6,1,2,No,40,Yes,560
200448,23,15,4,1,2,Yes,300,Yes,470
123316,241,15,5,4,1.5,Yes,40,Yes,540
118200,179,15,5,1,2.4,Yes,80,Yes,470
292258,721,17,6,1,1.5,Yes,40,Yes,378
173347,77,15,4,2,2,No,120,Yes,405
246054,782,17,6,2,1.5,No,120,No,560
124325,798,17,6,2,2,No,120,No,615
149053,406,15,6,4,2,Yes,120,No,
140879,827,17,6,4,1.5,No,80,Yes,740
161393,761,17,6,1,2.4,No,40,Yes,585
164636,370,15,6,2,2.4,Yes,40,No,490
9761,210,15,5,2,2,Yes,40,No,405
15810,72,15,4,2,2,Yes,300,No,495
18904,55,15,4,2,1.5,Yes,300,Yes,520
238932,747,17,6,1,2,No,80,Yes,590
221408,447,17,4,1,1.5,No,300,Yes,545
241963,343,15,6,2,1.5,Yes,300,Yes,540
206383,456,17,4,1,2,Yes,300,No,545
94131,223,15,5,2,2,No,300,Yes,505
147930,736,17,6,1,1.5,No,300,No,605
111375,10,15,4,1,1.5,No,40,No,265
217753,138,15,4,4,2.4,No,40,No,500
126675,838,17,6,4,2,Yes,120,No,755
9506,11,15,4,1,1.5,No,80,Yes,385
46875,636,17,5,2,1.5,No,80,No,510
238378,395,15,6,4,1.5,No,80,Yes,640
148959,563,17,4,4,2.4,Yes,80,Yes,710
149433,681,17,5,4,1.5,No,40,Yes,620
186093,93,15,4,2,2.4,No,120,Yes,470
222645,165,15,5,1,2,Yes,120,Yes,425
15000,341,15,6,2,1.5,Yes,120,Yes,570
238527,763,17,6,1,2.4,No,80,Yes,615
21114,195,15,5,2,1.5,Yes,80,Yes,460
104051,449,17,4,1,2,Yes,40,Yes,490
245157,151,15,5,1,1.5,Yes,300,Yes,460
92025,252,15,5,4,1.5,No,80,No,510
178358,684,17,5,4,1.5,No,80,No,610
15506,51,15,4,2,1.5,Yes,80,Yes,450
10427,56,15,4,2,1.5,Yes,300,No,480
278891,195,15,5,2,1.5,Yes,80,Yes,259
56920,263,15,5,4,2,Yes,300,Yes,685
48599,488,17,4,2,1.5,Yes,300,No,413
208091,585,17,5,1,1.5,No,40,Yes,450
233920,460,17,4,1,2,No,80,No,440
282711,195,15,5,2,1.5,Yes,80,Yes,370
206046,21,15,4,1,2,Yes,120,Yes,410
142079,149,15,5,1,1.5,Yes,120,Yes,415
154202,266,15,5,4,2,No,40,No,495
139847,494,17,4,2,1.5,No,120,No,490
85490,18,15,4,1,2,Yes,40,No,315
63421,441,17,4,1,1.5,No,40,Yes,450
192434,123,15,4,4,2,No,80,Yes,565
201921,36,15,4,1,2.4,Yes,80,No,390
236101,845,17,6,4,2,No,120,Yes,785
53248,283,15,5,4,2.4,No,80,Yes,610
101519,118,15,4,4,2,Yes,120,No,555
106562,385,15,6,4,1.5,Yes,40,Yes,620
211418,75,15,4,2,2,No,80,Yes,375
141128,58,15,4,2,1.5,No,40,No,280
94122,758,17,6,1,2.4,Yes,120,No,625
3640,67,15,4,2,2,Yes,80,Yes,485
285025,296,15,6,1,1.5,Yes,300,No,485
110741,578,17,5,1,1.5,Yes,40,No,430
14124,214,15,5,2,2,Yes,120,No,465
212765,320,15,6,1,2,No,300,No,500
138920,309,15,6,1,2,Yes,120,Yes,520
160888,838,17,6,4,2,Yes,120,No,
268336,547,17,4,4,2,Yes,80,Yes,685
221929,182,15,5,1,2.4,Yes,120,No,425
241102,668,17,5,2,2.4,No,80,No,510
280961,248,15,5,4,1.5,Yes,300,No,610
55417,493,17,4,2,1.5,No,120,Yes,560
134344,77,15,4,2,2,No,120,Yes,415
20561,56,15,4,2,1.5,Yes,300,No,470
91728,9,15,4,1,1.5,No,40,Yes,320
124482,731,17,6,1,1.5,No,80,Yes,580
76955,352,15,6,2,1.5,No,300,No,510
255,291,15,6,1,1.5,Yes,80,Yes,510
83284,492,17,4,2,1.5,No,80,No,480
159645,694,17,5,4,2,Yes,120,No,675
163961,120,15,4,4,2,Yes,300,No,615
33174,346,15,6,2,1.5,No,40,No,410
222023,378,15,6,2,2.4,No,40,No,450
226050,786,17,6,2,2,Yes,40,No,545
58731,665,17,5,2,2.4,No,40,Yes,570
241757,51,15,4,2,1.5,Yes,80,Yes,360
260614,681,17,5,4,1.5,No,40,Yes,620
119872,633,17,5,2,1.5,No,40,Yes,500
51917,610,17,5,1,2.4,Yes,40,No,490
115710,528,17,4,2,2.4,No,300,No,600
135161,244,15,5,4,1.5,Yes,80,No,530
262737,461,17,4,1,2,No,120,Yes,505
64557,627,17,5,2,1.5,Yes,80,Yes,580
30107,350,15,6,2,1.5,No,120,No,480
217395,461,17,4,1,2,No,120,Yes,510
221060,578,17,5,1,1.5,Yes,40,No,415
171111,802,17,6,2,2.4,Yes,40,No,590
47178,858,17,6,4,2.4,No,40,No,700
225496,28,15,4,1,2,No,80,No,315
295998,652,17,5,2,2,No,80,No,
162808,331,15,6,1,2.4,No,80,Yes,
291794,612,17,5,1,2.4,Yes,80,No,350
135960,126,15,4,4,2,No,120,No,535
61649,292,15,6,1,1.5,Yes,80,No,435
33982,222,15,5,2,2,No,120,No,415
224643,505,17,4,2,2,No,40,Yes,475
215432,594,17,5,1,2,Yes,40,No,445
226631,556,17,4,4,2,No,80,No,615
93127,254,15,5,4,1.5,No,120,No,530
14964,15,15,4,1,1.5,No,300,Yes,465
171211,159,15,5,1,1.5,No,300,Yes,315
43030,443,17,4,1,1.5,No,80,Yes,490
117635,77,15,4,2,2,No,120,Yes,415
280386,770,17,6,2,1.5,Yes,40,No,510
268280,452,17,4,1,2,Yes,80,No,
245610,459,17,4,1,2,No,80,Yes,490
149493,481,17,4,2,1.5,Yes,40,Yes,490
183514,348,15,6,2,1.5,No,80,No,400
49733,802,17,6,2,2.4,Yes,40,No,620
69829,393,15,6,4,1.5,No,40,Yes,600
92219,85,15,4,2,2.4,Yes,120,Yes,520
266683,630,17,5,2,1.5,Yes,120,No,343
193846,20,15,4,1,2,Yes,80,No,340
141038,267,15,5,4,2,No,80,Yes,585
260315,278,15,5,4,2.4,Yes,120,No,420
268299,424,15,6,4,2.4,Yes,300,No,740
170449,341,15,6,2,1.5,Yes,120,Yes,500
151980,225,15,5,2,2.4,Yes,40,Yes,460
258589,543,17,4,4,1.5,No,300,Yes,720
237469,314,15,6,1,2,No,40,No,375
128950,546,17,4,4,2,Yes,40,No,595
160144,237,15,5,2,2.4,No,120,Yes,350
181886,235,15,5,2,2.4,No,80,Yes,480
133954,794,17,6,2,2,No,40,No,555
274803,301,15,6,1,1.5,No,120,Yes,
95723,603,17,5,1,2,No,80,Yes,530
121576,332,15,6,1,2.4,No,80,No,480
21522,197,15,5,2,1.5,Yes,120,Yes,336
53994,369,15,6,2,2.4,Yes,40,Yes,570
231817,48,15,4,1,2.4,No,300,No,445
55595,465,17,4,1,2.4,Yes,40,Yes,520
119594,481,17,4,2,1.5,Yes,40,Yes,500
90074,140,15,4,4,2.4,No,80,No,540
233992,122,15,4,4,2,No,40,No,475
279085,775,17,6,2,1.5,Yes,300,Yes,680
129479,460,17,4,1,2,No,80,No,455
190034,243,15,5,4,1.5,Yes,80,Yes,580
285875,772,17,6,2,1.5,Yes,80,No,550
47758,686,17,5,4,1.5,No,120,No,630
289590,481,17,4,2,1.5,Yes,40,Yes,460
33184,24,15,4,1,2,Yes,300,No,445
157976,438,17,4,1,1.5,Yes,120,No,465
214354,134,15,4,4,2.4,Yes,120,No,580
25137,29,15,4,1,2,No,120,Yes,420
291003,469,17,4,1,2.4,Yes,120,Yes,550
78667,312,15,6,1,2,Yes,300,No,535
203753,141,15,4,4,2.4,No,120,Yes,610
51896,59,15,4,2,1.5,No,80,Yes,273
206047,363,15,6,2,2,No,80,Yes,475
70083,313,15,6,1,2,No,40,Yes,450
18255,356,15,6,2,2,Yes,80,No,515
66476,344,15,6,2,1.5,Yes,300,No,540
134355,750,17,6,1,2,No,120,No,575
29246,221,15,5,2,2,No,120,Yes,475
111013,175,15,5,1,2,No,300,Yes,480
144450,583,17,5,1,1.5,Yes,300,Yes,595
104232,182,15,5,1,2.4,Yes,120,No,445
132911,132,15,4,4,2.4,Yes,80,No,560
204578,183,15,5,1,2.4,Yes,300,Yes,540
168280,173,15,5,1,2,No,120,Yes,415
1786,56,15,4,2,1.5,Yes,300,No,490
51537,494,17,4,2,1.5,No,120,No,510
185777,109,15,4,4,1.5,No,120,Yes,560
153141,256,15,5,4,1.5,No,300,No,590
197942,82,15,4,2,2.4,Yes,40,No,380
185501,77,15,4,2,2,No,120,Yes,395
231818,367,15,6,2,2,No,300,Yes,545
112901,569,17,4,4,2.4,No,40,Yes,650
6351,201,15,5,2,1.5,No,40,Yes,420
44665,836,17,6,4,2,Yes,80,No,
155292,44,15,4,1,2.4,No,80,No,375
98714,266,15,5,4,2,No,40,No,495
51288,658,17,5,2,2.4,Yes,40,No,540
99384,812,17,6,2,2.4,No,80,No,630
239421,416,15,6,4,2,No,300,No,695
62367,152,15,5,1,1.5,Yes,300,No,435
204681,782,17,6,2,1.5,No,120,No,570
282347,789,17,6,2,2,Yes,120,Yes,645
125705,307,15,6,1,2,Yes,80,Yes,500
549,362,15,6,2,2,No,40,No,475
106066,504,17,4,2,2,Yes,300,No,595
271852,472,17,4,1,2.4,Yes,300,No,560
269778,571,17,4,4,2.4,No,80,Yes,690
106642,626,17,5,2,1.5,Yes,40,No,470
6472,314,15,6,1,2,No,40,No,425
259539,572,17,4,4,2.4,No,80,No,640
233719,98,15,4,4,1.5,Yes,40,No,470
209062,84,15,4,2,2.4,Yes,80,No,420
296177,202,15,5,2,1.5,No,40,No,260
19803,197,15,5,2,1.5,Yes,120,Yes,480
169661,101,15,4,4,1.5,Yes,120,Yes,580
172042,438,17,4,1,1.5,Yes,120,No,
155759,163,15,5,1,2,Yes,80,Yes,415
281274,134,15,4,4,2.4,Yes,120,No,406
233122,269,15,5,4,2,No,120,Yes,605
78422,334,15,6,1,2.4,No,120,No,505
262159,759,17,6,1,2.4,Yes,300,Yes,710
222929,310,15,6,1,2,Yes,120,No,455
246767,31,15,4,1,2,No,300,Yes,445
6087,307,15,6,1,2,Yes,80,Yes,535
275382,94,15,4,2,2.4,No,120,No,280
192747,814,17,6,2,2.4,No,120,No,620
178183,698,17,5,4,2,No,40,No,595
25836,210,15,5,2,2,Yes,40,No,385
156231,352,15,6,2,1.5,No,300,No,490
234430,149,15,5,1,1.5,Yes,120,Yes,400
76681,713,17,5,4,2.4,No,40,Yes,670
202650,270,15,5,4,2,No,120,No,555
110992,666,17,5,2,2.4,No,40,No,500
3465,302,15,6,1,1.5,No,120,No,460
138626,417,15,6,4,2.4,Yes,40,Yes,670
48220,600,17,5,1,2,Yes,300,No,
105595,479,17,4,1,2.4,No,300,Yes,610
93780,490,17,4,2,1.5,No,40,No,440
280000,472,17,4,1,2.4,Yes,300,No,560
260329,603,17,5,1,2,No,80,Yes,
59681,139,15,4,4,2.4,No,80,Yes,590
167095,124,15,4,4,2,No,80,No,515
273613,99,15,4,4,1.5,Yes,80,Yes,560
251129,185,15,5,1,2.4,No,40,Yes,390
211097,342,15,6,2,1.5,Yes,120,No,440
254071,549,17,4,4,2,Yes,120,Yes,705
99499,118,15,4,4,2,Yes,120,No,555
92974,522,17,4,2,2.4,No,40,No,490
59484,374,15,6,2,2.4,Yes,120,No,580
216342,638,17,5,2,1.5,No,120,No,480
234291,819,17,6,4,1.5,Yes,80,Yes,760
39113,245,15,5,4,1.5,Yes,120,Yes,600
150637,313,15,6,1,2,No,40,Yes,435
214647,447,17,4,1,1.5,No,300,Yes,550
151055,672,17,5,2,2.4,No,300,No,610
46641,766,17,6,1,2.4,No,120,No,610
295773,112,15,4,4,1.5,No,300,No,399
42674,426,15,6,4,2.4,No,40,No,600
165839,209,15,5,2,2,Yes,40,Yes,385
86499,840,17,6,4,2,Yes,300,No,815
66568,549,17,4,4,2,Yes,120,Yes,705
213353,475,17,4,1,2.4,No,80,Yes,520
209621,39,15,4,1,2.4,Yes,300,Yes,520
161282,163,15,5,1,2,Yes,80,Yes,415
273081,814,17,6,2,2.4,No,120,No,420
142618,321,15,6,1,2.4,Yes,40,Yes,505
190596,788,17,6,2,2,Yes,80,No,595
249245,173,15,5,1,2,No,120,Yes,405
43833,409,15,6,4,2,No,40,Yes,625
260052,778,17,6,2,1.5,No,40,No,343
186890,232,15,5,2,2.4,Yes,300,No,520
195919,95,15,4,2,2.4,No,300,Yes,530
58975,109,15,4,4,1.5,No,120,Yes,392
290773,24,15,4,1,2,Yes,300,No,410
94598,356,15,6,2,2,Yes,80,No,475
294227,441,17,4,1,1.5,No,40,Yes,420
214342,248,15,5,4,1.5,Yes,300,No,610
141192,679,17,5,4,1.5,Yes,300,Yes,760
122274,366,15,6,2,2,No,120,No,465
226533,355,15,6,2,2,Yes,80,Yes,485
31753,300,15,6,1,1.5,No,80,No,420
126825,770,17,6,2,1.5,Yes,40,No,550
53884,377,15,6,2,2.4,No,40,Yes,385
214878,275,15,5,4,2.4,Yes,80,Yes,630
268634,491,17,4,2,1.5,No,80,Yes,336
139782,244,15,5,4,1.5,Yes,80,No,530
48797,110,15,4,4,1.5,No,120,No,510
1203,306,15,6,1,2,Yes,40,No,445
174068,307,15,6,1,2,Yes,80,Yes,495
120671,607,17,5,1,2,No,300,Yes,605
67695,304,15,6,1,1.5,No,300,No,495
288603,732,17,6,1,1.5,No,80,No,510
211529,598,17,5,1,2,Yes,120,No,505
294322,516,17,4,2,2.4,Yes,80,No,500
116292,451,17,4,1,2,Yes,80,Yes,525
149487,101,15,4,4,1.5,Yes,120,Yes,406
88094,270,15,5,4,2,No,120,No,555
290266,562,17,4,4,2.4,Yes,40,No,434
240231,55,15,4,2,1.5,Yes,300,Yes,440
240356,184,15,5,1,2.4,Yes,300,No,485
127830,325,15,6,1,2.4,Yes,120,Yes,570
121841,104,15,4,4,1.5,Yes,300,No,590
71631,208,15,5,2,1.5,No,300,No,440
12327,163,15,5,1,2,Yes,80,Yes,450
16619,310,15,6,1,2,Yes,120,No,495
87868,688,17,5,4,1.5,No,300,No,690
155412,107,15,4,4,1.5,No,80,Yes,540
7112,149,15,5,1,1.5,Yes,120,Yes,450
160756,414,15,6,4,2,No,120,No,
10452,212,15,5,2,2,Yes,80,No,445
173983,856,17,6,4,2.4,Yes,300,No,840
287529,663,17,5,2,2.4,Yes,300,Yes,650
184052,88,15,4,2,2.4,Yes,300,No,500
7206,289,15,6,1,1.5,Yes,40,Yes,470
31093,365,15,6,2,2,No,120,Yes,545
119973,301,15,6,1,1.5,No,120,Yes,475
2046,299,15,6,1,1.5,No,80,Yes,490
3392,209,15,5,2,2,Yes,40,Yes,465
181780,448,17,4,1,1.5,No,300,No,
148615,222,15,5,2,2,No,120,No,375
251557,261,15,5,4,2,Yes,120,Yes,625
82878,108,15,4,4,1.5,No,80,No,490
88615,486,17,4,2,1.5,Yes,120,No,520
103371,343,15,6,2,1.5,Yes,300,Yes,580
151433,163,15,5,1,2,Yes,80,Yes,415
94633,124,15,4,4,2,No,80,No,515
65038,4,15,4,1,1.5,Yes,80,No,335
127663,489,17,4,2,1.5,No,40,Yes,480
246509,356,15,6,2,2,Yes,80,No,435
270322,526,17,4,2,2.4,No,120,No,350
105633,31,15,4,1,2,No,300,Yes,465
225368,508,17,4,2,2,No,80,No,465
202904,289,15,6,1,1.5,Yes,40,Yes,425
293632,113,15,4,4,2,Yes,40,Yes,545
13900,338,15,6,2,1.5,Yes,40,No,460
275539,492,17,4,2,1.5,No,80,No,430
264319,73,15,4,2,2,No,40,Yes,315
70843,1,15,4,1,1.5,Yes,40,Yes,345
141086,587,17,5,1,1.5,No,80,Yes,500
169718,744,17,6,1,2,Yes,300,No,650
38245,193,15,5,2,1.5,Yes,40,Yes,400
259705,347,15,6,2,1.5,No,80,Yes,430
200673,585,17,5,1,1.5,No,40,Yes,450
162351,34,15,4,1,2.4,Yes,40,No,355
272674,285,15,5,4,2.4,No,120,Yes,630
235121,323,15,6,1,2.4,Yes,80,Yes,535
143001,378,15,6,2,2.4,No,40,No,470
132399,581,17,5,1,1.5,Yes,120,Yes,540
284480,351,15,6,2,1.5,No,300,Yes,510
170719,777,17,6,2,1.5,No,40,Yes,570
61198,322,15,6,1,2.4,Yes,40,No,470
191166,107,15,4,4,1.5,No,80,Yes,540
114540,173,15,5,1,2,No,120,Yes,420
146029,766,17,6,1,2.4,No,120,No,595
119752,324,15,6,1,2.4,Yes,80,No,500
183544,26,15,4,1,2,No,40,No,280
52211,537,17,4,4,1.5,No,40,Yes,600
283654,252,15,5,4,1.5,No,80,No,510
161531,125,15,4,4,2,No,120,Yes,
197236,263,15,5,4,2,Yes,300,Yes,685
45108,588,17,5,1,1.5,No,80,No,460
180477,403,15,6,4,2,Yes,80,Yes,685
282870,823,17,6,4,1.5,Yes,300,Yes,840
247980,731,17,6,1,1.5,No,80,Yes,565
109396,94,15,4,2,2.4,No,120,No,440
204117,233,15,5,2,2.4,No,40,Yes,430
88053,630,17,5,2,1.5,Yes,120,No,540
252844,308,15,6,1,2,Yes,80,No,430
100311,142,15,4,4,2.4,No,120,No,560
66461,506,17,4,2,2,No,40,No,475
162146,451,17,4,1,2,Yes,80,Yes,520
11641,194,15,5,2,1.5,Yes,40,No,380
147357,440,17,4,1,1.5,Yes,300,No,
240060,31,15,4,1,2,No,300,Yes,445
161457,259,15,5,4,2,Yes,80,Yes,
26676,342,15,6,2,1.5,Yes,120,No,500
154605,182,15,5,1,2.4,Yes,120,No,435
196207,628,17,5,2,1.5,Yes,80,No,490
225818,178,15,5,1,2.4,Yes,40,No,365
112912,4,15,4,1,1.5,Yes,80,No,325
127264,165,15,5,1,2,Yes,120,Yes,440
55851,451,17,4,1,2,Yes,80,Yes,535
113839,138,15,4,4,2.4,No,40,No,500
257889,405,15,6,4,2,Yes,120,Yes,
52022,630,17,5,2,1.5,Yes,120,No,550
293526,497,17,4,2,2,Yes,40,Yes,
105677,404,15,6,4,2,Yes,80,No,635
70365,301,15,6,1,1.5,No,120,Yes,
2303,75,15,4,2,2,No,80,Yes,465
250859,116,15,4,4,2,Yes,80,No,535
260782,346,15,6,2,1.5,No,40,No,238
58454,473,17,4,1,2.4,No,40,Yes,500
207841,253,15,5,4,1.5,No,120,Yes,580
250016,232,15,5,2,2.4,Yes,300,No,500
266013,28,15,4,1,2,No,80,No,217
224157,438,17,4,1,1.5,Yes,120,No,455
44438,237,15,5,2,2.4,No,120,Yes,371
227816,313,15,6,1,2,No,40,Yes,425
158445,811,17,6,2,2.4,No,80,Yes,660
32938,360,15,6,2,2,Yes,300,No,575
125575,329,15,6,1,2.4,No,40,Yes,490
204232,133,15,4,4,2.4,Yes,120,Yes,630
85576,580,17,5,1,1.5,Yes,80,No,475
220577,794,17,6,2,2,No,40,No,525
178662,278,15,5,4,2.4,Yes,120,No,600
85667,199,15,5,2,1.5,Yes,300,Yes,500
31625,77,15,4,2,2,No,120,Yes,445
16913,355,15,6,2,2,Yes,80,Yes,565
289156,127,15,4,4,2,No,300,Yes,645
218509,738,17,6,1,2,Yes,40,No,520
9391,20,15,4,1,2,Yes,80,No,380
216981,191,15,5,1,2.4,No,300,Yes,515
64921,649,17,5,2,2,No,40,Yes,545
164234,258,15,5,4,2,Yes,40,No,515
8645,301,15,6,1,1.5,No,120,Yes,505
62661,695,17,5,4,2,Yes,300,Yes,785
157738,242,15,5,4,1.5,Yes,40,No,490
89493,795,17,6,2,2,No,80,Yes,655
27686,24,15,4,1,2,Yes,300,No,450
139417,319,15,6,1,2,No,300,Yes,560
125279,132,15,4,4,2.4,Yes,80,No,560
189698,94,15,4,2,2.4,No,120,No,420
27235,201,15,5,2,1.5,No,40,Yes,390
18351,78,15,4,2,2,No,120,No,
74847,710,17,5,4,2.4,Yes,120,No,700
160644,748,17,6,1,2,No,80,No,550
285123,513,17,4,2,2.4,Yes,40,Yes,357
283038,230,15,5,2,2.4,Yes,120,No,440
10080,221,15,5,2,2,No,120,Yes,495
199878,358,15,6,2,2,Yes,120,No,465
102260,433,17,4,1,1.5,Yes,40,Yes,465
261453,762,17,6,1,2.4,No,40,No,520
220276,696,17,5,4,2,Yes,300,No,735
163595,73,15,4,2,2,No,40,Yes,345
169058,40,15,4,1,2.4,Yes,300,No,475
296651,510,17,4,2,2,No,120,No,475
62283,439,17,4,1,1.5,Yes,300,Yes,590
179669,182,15,5,1,2.4,Yes,120,No,435
277039,180,15,5,1,2.4,Yes,80,No,400
114335,86,15,4,2,2.4,Yes,120,No,460
88918,329,15,6,1,2.4,No,40,Yes,495
232173,715,17,5,4,2.4,No,80,Yes,710
267031,591,17,5,1,1.5,No,300,Yes,560
136653,259,15,5,4,2,Yes,80,Yes,605
102560,181,15,5,1,2.4,Yes,120,Yes,495
152573,213,15,5,2,2,Yes,120,Yes,445
230960,360,15,6,2,2,Yes,300,No,515
199109,489,17,4,2,1.5,No,40,Yes,460
82213,478,17,4,1,2.4,No,120,No,505
